TransactionID,TransactionDate,PreviousTransactionDate,AccountID,CustomerAge,CustomerOccupation,RecipientAccountID,TransactionAmount,AccountBalance,TransactionType,Channel,Location,Location_Original_US,BPS_RegionCode,DeviceID,IP Address,MerchantID,TransactionDuration,LoginAttempts,IsFraud,FraudType,ThreatIntel_Flag,AnalystStatus
TX000298,2024-11-04 8:11:03,2023-06-26 16:40:21,AC00110,56.0,Retired,REC-0251,34.74,6827.57,Debit,ATM,Pontianak,San Francisco,6171,D000320,82.88.241.226,M072,24.0,1.0,0,None,False,Auto-Approved
TX002516,2024-11-04 8:08:53,2023-03-06 16:46:57,AC00495,27.0,Student,REC-0129,689.54,1633.76,Debit,Branch,Bengkulu,Oklahoma City,1771,D000395,89.6.100.149,M038,93.0,1.0,0,None,False,Cleared
TX000300,2024-11-04 8:11:50,2023-10-16 16:09:47,AC00035,73.0,Retired,REC-0027,211.18,4069.17,Debit,ATM,Bekasi,Washington,3275,D000428,64.89.183.39,M059,90.0,1.0,0,None,False,Auto-Approved
TX000301,2024-11-04 8:11:10,2023-11-21 16:23:41,AC00119,51.0,Engineer,REC-0048,211.36,7943.47,Credit,Branch,Yogyakarta,Fort Worth,3471,D000700,63.67.150.226,M041,286.0,1.0,0,None,False,Cleared
TX000302,2024-11-04 8:11:27,2023-07-31 16:35:59,AC00488,39.0,Engineer,REC-0217,744.41,8842.47,Credit,Online,Jakarta Utara,Houston,3175,D000115,24.181.236.233,M095,107.0,1.0,0,None,False,Cleared
TX000303,2024-11-04 8:08:18,2023-06-29 16:16:37,AC00466,24.0,Student,REC-0142,61.43,1882.77,Debit,Online,Jakarta Selatan,Phoenix,3174,D000084,14.200.197.126,M035,170.0,1.0,0,None,False,Auto-Approved
TX000304,2024-11-04 8:10:49,2023-09-25 16:11:18,AC00489,37.0,Doctor,REC-0023,167.44,12526.71,Debit,Branch,Semarang,Mesa,3374,D000483,166.7.230.111,M087,82.0,1.0,0,None,False,Cleared
TX000305,2024-11-04 8:10:42,2023-04-07 17:23:05,AC00306,21.0,Student,REC-0002,361.46,4737.84,Debit,Online,Manado,Nashville,7171,D000169,171.150.178.172,M093,83.0,1.0,0,None,False,Auto-Approved
TX000306,2024-11-04 8:09:07,2023-06-16 17:21:15,AC00431,78.0,Retired,REC-0171,378.85,2300.53,Debit,Branch,Bandung,Virginia Beach,3273,D000043,192.95.36.246,M089,126.0,1.0,0,None,False,Auto-Approved
TX000307,2024-11-04 8:10:49,2023-06-16 16:41:23,AC00233,30.0,Doctor,REC-0067,241.11,12385.05,Debit,Branch,Kendari,Columbus,7471,D000443,195.164.171.146,M063,55.0,1.0,0,None,False,Auto-Approved
TX000308,2024-11-04 8:06:50,2023-09-11 17:31:10,AC00389,31.0,Engineer,REC-0135,131.93,4547.06,Credit,Branch,Yogyakarta,Fort Worth,3471,D000245,216.32.4.105,M049,13.0,1.0,0,None,False,Auto-Approved
TX000309,2024-11-04 8:10:02,2023-07-19 17:42:38,AC_UNK_001,36.0,Engineer,REC-0083,20.28,2047.83,Debit,Online,Bengkulu,Oklahoma City,1771,D000585,150.83.4.238,M047,213.0,1.0,0,None,True,Cleared
TX000310,2024-11-04 8:08:01,2023-04-27 17:30:16,AC00300,70.0,Doctor,REC-0227,415.88,10008.33,Debit,Branch,Tangerang Selatan,San Diego,3674,D000146,152.140.239.181,M_UNKNOWN,170.0,1.0,0,None,False,Cleared
TX000311,2024-11-04 8:08:15,2023-02-09 17:53:59,AC00386,62.0,Retired,REC-0283,49.99,2299.64,Debit,ATM,Surabaya,Omaha,3578,D000668,155.140.33.42,M062,112.0,1.0,0,None,True,Auto-Approved
TX000312,2024-11-04 8:10:41,2023-09-27 16:55:35,AC00285,27.0,Student,REC-RING009,1221.65,243.92,Debit,Online,Palembang,Denver,1671,D000098,83.207.115.164,M091,153.0,1.0,1,Phishing,False,Closed-Confirmed Fraud
TX000313,2024-11-04 8:11:54,2023-09-27 16:55:35,AC00219,50.0,Doctor,REC-0005,100.66,14473.33,Debit,Branch,Tangerang,Dallas,3603,D000511,86.220.59.252,M024,144.0,1.0,0,None,False,Cleared
TX000314,2024-11-04 8:11:09,2023-12-08 16:47:48,AC00445,19.0,Student,REC-0058,485.54,1533.32,Debit,Online,Jambi,Louisville,1571,D000343,121.67.144.20,M080,148.0,1.0,0,None,False,Auto-Approved
TX000315,2024-11-04 8:06:33,2023-02-10 17:06:40,AC00371,46.0,Doctor,REC-0039,321.15,7005.05,Debit,Branch,Denpasar,Los Angeles,5171,D000151,200.164.13.160,M037,179.0,1.0,0,None,False,Auto-Approved
TX000316,2024-11-04 8:09:32,2023-06-26 18:57:37,AC00164,21.0,Student,REC-0077,711.3,955.4,Debit,Branch,Pekanbaru,San Jose,1471,D000581,109.42.41.157,M076,51.0,1.0,0,None,False,Cleared
TX000317,2024-11-04 8:07:29,2023-10-12 16:02:13,AC00200,42.0,Engineer,REC-0280,12.23,7844.88,Debit,ATM,Jakarta Utara,Houston,3175,D000177,23.92.205.75,M065,139.0,1.0,0,None,False,Auto-Approved
TX000318,2024-11-04 8:10:35,2023-10-30 17:17:51,AC00310,20.0,Student,REC-0019,350.94,221.56,Debit,ATM,Tangerang Selatan,Colorado Springs,3674,D000154,100.137.90.188,M013,64.0,1.0,0,None,False,Auto-Approved
TX000319,2024-11-04 8:10:05,2023-04-18 17:43:50,AC00106,54.0,Engineer,REC-0190,301.85,6586.19,Debit,Online,Kendari,Columbus,7471,D000433,55.154.161.250,M062,25.0,1.0,0,None,False,Cleared
TX000320,2024-11-04 8:11:42,2023-03-09 17:37:08,AC00444,65.0,Retired,REC-0299,29.34,3944.82,Debit,Online,Jambi,Louisville,1571,D000029,40.198.240.246,M087,30.0,1.0,0,None,False,Auto-Approved
TX000321,2024-11-04 8:07:02,2023-04-24 17:01:08,AC00441,27.0,Student,REC-0283,231.71,1127.98,Debit,Branch,Mataram,Raleigh,5271,D000315,26.105.49.129,M060,148.0,1.0,0,None,True,Cleared
TX000322,2024-11-04 8:10:00,2023-08-11 18:20:48,AC00300,58.0,Retired,REC-0076,179.43,2626.63,Debit,ATM,Bengkulu,Oklahoma City,1771,D000421,189.198.67.252,M004,244.0,1.0,0,None,False,Auto-Approved
TX000323,2024-11-04 8:11:44,2023-01-30 17:11:53,AC00194,48.0,Doctor,REC-0221,36.71,6459.38,Debit,Branch,Solo,Jacksonville,3372,D000671,166.7.230.111,M095,55.0,1.0,0,None,False,Cleared
TX000324,2024-11-04 8:11:23,2023-04-11 17:18:50,AC00248,53.0,Doctor,REC-0066,138.12,1649.69,Credit,Branch,Denpasar,Los Angeles,5171,D000182,45.182.28.148,M067,281.0,1.0,0,None,False,Auto-Approved
TX000325,2024-11-04 8:07:39,2023-04-17 16:56:06,AC00286,33.0,Engineer,REC-0022,233.24,6939.23,Debit,ATM,Jambi,Louisville,1571,D000351,45.241.13.208,M070,72.0,1.0,0,None,False,Auto-Approved
TX000326,2024-11-04 8:11:33,2023-11-23 16:09:39,AC00049,39.0,Engineer,REC-0158,609.14,9033.87,Debit,ATM,Jakarta Barat,Tucson,3173,D_UNKNOWN,201.113.165.203,M086,177.0,1.0,0,None,True,Auto-Approved
TX000327,2024-11-04 8:08:23,2023-12-25 17:46:24,AC00471,31.0,Doctor,REC-0187,436.64,14365.18,Debit,Branch,Denpasar,Los Angeles,5171,D000683,38.210.156.148,M033,111.0,1.0,0,None,False,Auto-Approved
TX000328,2024-11-04 8:07:52,2023-05-31 16:54:20,AC00434,29.0,Doctor,REC-0021,870.43,10115.18,Debit,Branch,Denpasar,Los Angeles,5171,D000427,178.34.103.183,M037,55.0,1.0,0,None,False,Cleared
TX000329,2024-11-04 8:10:00,2023-11-06 17:23:08,AC00264,74.0,Retired,REC-0184,354.4,7358.65,Debit,ATM,Jakarta Pusat,Chicago,3171,D000416,87.234.36.48,M046,128.0,1.0,0,None,False,Auto-Approved
TX000330,2024-11-04 8:10:56,2023-02-20 17:28:15,AC00316,53.0,Engineer,REC-0108,22.63,4438.03,Debit,Online,Samarinda,Kansas City,6472,D000488,165.114.224.47,M052,112.0,1.0,0,None,False,Auto-Approved
TX000331,2024-11-04 8:06:27,2023-06-19 16:36:25,AC00087,26.0,Student,REC-0128,182.19,1176.1,Debit,Branch,Semarang,Mesa,3374,D000101,157.130.28.27,M007,53.0,1.0,0,None,False,Auto-Approved
TX000332,2024-11-04 8:12:22,2023-10-30 16:58:01,AC00140,26.0,Engineer,REC-0053,126.81,5427.98,Debit,Branch,Ambon,Philadelphia,8171,D000693,57.232.212.116,M036,290.0,1.0,0,None,False,Cleared
TX000333,2024-11-04 8:10:16,2023-09-08 16:48:51,AC00418,37.0,Engineer,REC-0182,288.17,3653.11,Debit,Online,Bandung,Virginia Beach,3273,D000399,143.212.47.226,M012,50.0,1.0,0,None,True,Cleared
TX000334,2024-11-04 8:10:29,2023-10-02 17:44:05,AC00187,55.0,Engineer,REC-0287,118.77,2104.82,Debit,Branch,Banda Aceh,Atlanta,1171,D000310,104.80.232.55,M066,123.0,1.0,0,None,False,Auto-Approved
TX000335,2024-11-04 8:07:02,2023-04-14 17:59:43,AC00077,21.0,Student,REC-0209,651.82,1802.77,Debit,ATM,Depok,Indianapolis,3276,D000280,138.181.222.38,M094,166.0,1.0,0,None,False,Auto-Approved
TX000336,2024-11-04 8:11:00,2023-10-17 16:58:59,AC00141,37.0,Engineer,REC-0080,66.65,3559.96,Debit,ATM,Jakarta Timur,Detroit,3172,D000398,120.170.93.69,M100,33.0,1.0,0,None,True,Auto-Approved
TX000337,2024-11-04 8:11:19,2023-01-16 16:31:48,AC00332,69.0,Retired,REC-0122,98.53,3564.8,Debit,Branch,Palembang,Denver,1671,D000684,119.163.214.161,M085,166.0,1.0,0,None,False,Auto-Approved
TX000338,2024-11-04 8:08:37,2023-06-02 16:48:43,AC00439,71.0,Retired,REC-0084,138.95,6752.92,Debit,Online,Bekasi,Washington,3275,D000675,104.155.121.252,M090,30.0,1.0,0,None,True,Auto-Approved
TX000339,2024-11-04 8:11:36,2023-11-10 16:10:34,AC00055,26.0,Student,REC-0091,33.89,1444.75,Debit,Branch,Manado,Nashville,7171,D000588,14.105.144.122,M079,177.0,1.0,0,None,False,Cleared
TX000340,2024-11-04 8:09:16,2023-09-18 16:04:52,AC00299,58.0,Doctor,REC-0212,23.71,10788.89,Debit,Branch,Banda Aceh,Atlanta,1171,D000284,2.61.10.58,M005,164.0,1.0,0,None,False,Auto-Approved
TX000341,2024-11-04 8:11:59,2023-03-01 16:31:58,AC00107,55.0,Engineer,REC-RING012,1830.0,2235.7,Debit,Online,Surakarta,San Antonio,3372,D000436,62.27.235.199,M082,238.0,1.0,1,Account Takeover (ATO),True,Investigating
TX000342,2024-11-04 8:12:00,2023-12-21 17:01:24,AC00171,65.0,Doctor,REC-0171,26.06,12893.63,Debit,ATM,Tangerang Selatan,San Diego,3674,D000689,140.212.253.222,M096,283.0,1.0,0,None,False,Auto-Approved
TX000343,2024-11-04 8:11:25,2023-05-01 17:17:12,AC00493,27.0,Engineer,REC-0211,17.07,2798.15,Debit,Branch,Denpasar,Los Angeles,5171,D000597,47.82.77.181,M023,44.0,1.0,0,None,False,Auto-Approved
TX000344,2024-11-04 8:06:44,2023-09-22 16:42:15,AC00232,46.0,Engineer,REC-0128,703.89,3583.67,Debit,Online,Surakarta,San Antonio,3372,D000473,48.19.99.211,M074,62.0,1.0,0,None,True,Auto-Approved
TX000345,2024-11-04 8:09:27,2023-08-28 16:43:15,AC00156,47.0,Engineer,REC-0137,1271.9,2120.8,Debit,ATM,Jakarta Utara,Houston,3175,D000312,210.136.14.108,M073,155.0,1.0,0,None,False,Auto-Approved
TX000346,2024-11-04 8:07:23,2023-09-20 17:25:26,AC00442,77.0,Retired,REC-0082,26.55,3085.38,Debit,ATM,Jakarta Utara,Houston,3175,D000112,91.204.200.167,M099,228.0,1.0,0,None,True,Auto-Approved
TX000347,2024-11-04 8:07:18,2023-06-09 16:10:51,AC00375,42.0,Engineer,REC-0056,147.4,6797.71,Debit,Branch,Pekanbaru,San Jose,1471,D000283,92.214.76.157,M067,259.0,1.0,0,None,False,Auto-Approved
TX000348,2024-11-04 8:10:01,2023-03-30 16:09:26,AC00034,27.0,Student,REC-0196,202.11,746.47,Debit,ATM,Banjarmasin,Memphis,6371,D000072,59.208.79.116,M005,18.0,1.0,0,None,False,Auto-Approved
TX000349,2024-11-04 8:06:34,2023-05-02 16:14:22,AC00376,75.0,Retired,REC-0020,308.42,5427.81,Debit,Branch,Manado,Nashville,7171,D000276,76.0.164.168,M077,39.0,1.0,0,None,True,Auto-Approved
TX000350,2024-11-04 8:10:57,2023-02-27 16:39:28,AC00029,53.0,Engineer,REC-0241,11.18,7467.3,Debit,ATM,Padang,Miami,1371,D000609,176.96.83.253,M035,144.0,1.0,0,None,False,Auto-Approved
TX000351,2024-11-04 8:07:20,2023-02-02 16:19:31,AC00040,38.0,Engineer,REC-0114,294.15,6362.16,Debit,Online,Jakarta Utara,Fresno,3175,D000504,112.86.148.212,M020,136.0,1.0,0,None,False,Auto-Approved
TX000352,2024-11-04 8:11:01,2023-10-30 17:54:19,AC00482,54.0,Engineer,REC-0103,29.58,8345.26,Debit,Branch,Tangerang Selatan,Colorado Springs,3674,D000230,173.252.44.183,M066,112.0,1.0,0,None,True,Auto-Approved
TX000353,2024-11-04 8:10:08,2023-07-10 16:43:05,AC00365,27.0,Student,REC-0236,139.45,1305.76,Debit,Online,Malang,Boston,3573,D000139,77.7.223.184,M004,31.0,1.0,0,None,False,Auto-Approved
TX000354,2024-11-04 8:10:24,2023-06-30 17:10:38,AC00340,29.0,Doctor,REC-0180,432.63,13648.36,Debit,ATM,Tangerang Selatan,Colorado Springs,3674,D000469,116.237.223.50,M024,137.0,1.0,0,None,False,Cleared
TX000355,2024-11-04 8:12:12,2023-02-01 18:47:20,AC00349,43.0,Doctor,REC-0157,131.43,1337.5,Debit,Online,Palu,Charlotte,7271,D000391,77.7.223.184,M053,65.0,1.0,0,None,True,Auto-Approved
TX000356,2024-11-04 8:11:35,2023-10-09 18:43:04,AC00374,42.0,Engineer,REC-0117,516.72,2015.69,Debit,ATM,Semarang,Mesa,3374,D000489,197.187.216.106,M025,128.0,1.0,0,None,False,Auto-Approved
TX000357,2024-11-04 8:08:07,2023-02-07 17:20:24,AC_UNK_002,69.0,Doctor,REC-0115,121.82,8354.54,Debit,Online,Tangerang Selatan,Colorado Springs,3674,D000095,186.54.68.246,M094,123.0,3.0,0,None,False,Auto-Approved
TX000358,2024-11-04 8:08:37,2023-07-24 16:45:31,AC00459,26.0,Student,REC-0013,374.5,1671.51,Credit,Branch,Pontianak,San Francisco,6171,D000045,9.230.41.239,M002,178.0,1.0,0,None,False,Cleared
TX000359,2024-11-04 8:12:08,2023-09-06 17:01:50,AC00331,68.0,Doctor,REC-0099,166.13,11822.53,Debit,ATM,Surabaya,Omaha,3578,D000473,29.168.185.63,M013,227.0,1.0,0,None,False,Auto-Approved
TX000360,2024-11-04 8:11:30,2023-10-10 16:42:09,AC00165,23.0,Student,REC-0205,626.9,587.11,Debit,ATM,Jakarta Pusat,Chicago,3171,D000686,59.12.96.11,M017,146.0,1.0,0,None,False,Auto-Approved
TX000361,2024-11-04 8:09:35,2023-07-17 16:57:14,AC00397,56.0,Retired,REC-0169,466.85,5422.53,Debit,Branch,Bogor,Austin,3271,D000016,136.104.90.223,M007,165.0,1.0,0,None,False,Auto-Approved
TX000362,2024-11-04 8:09:42,2023-05-17 17:00:34,AC00192,58.0,Retired,REC-0143,788.84,1913.73,Debit,Online,Jakarta Selatan,Phoenix,3174,D000402,4.105.134.118,M055,231.0,1.0,0,None,False,Auto-Approved
TX000363,2024-11-04 8:09:57,2023-03-23 16:38:40,AC00063,37.0,Doctor,REC-0036,873.65,12139.83,Credit,Online,Bengkulu,Oklahoma City,1771,D000414,214.247.164.80,M050,59.0,1.0,0,None,False,Auto-Approved
TX000364,2024-11-04 8:09:39,2023-04-03 16:37:24,AC00478,69.0,Retired,REC-0143,525.28,4693.6,Debit,ATM,Tangerang Selatan,Colorado Springs,3674,D000564,70.130.169.235,M011,134.0,1.0,0,None,False,Auto-Approved
TX000365,2024-11-04 8:12:11,2023-09-07 16:08:12,AC00272,30.0,Engineer,REC-0180,110.17,464.2,Debit,ATM,Mataram,Raleigh,5271,D000046,156.235.3.171,M054,137.0,1.0,0,None,False,Cleared
TX000366,2024-11-04 8:09:26,2023-09-12 16:28:38,AC00092,80.0,Retired,REC-0261,632.69,4363.74,Debit,ATM,Palembang,Denver,1671,D000455,211.97.88.141,M047,76.0,1.0,0,None,False,Auto-Approved
TX000367,2024-11-04 8:11:35,2023-12-08 16:39:15,AC00332,72.0,Retired,REC-0205,124.35,3319.76,Debit,ATM,Bengkulu,Oklahoma City,1771,D000082,49.20.211.229,M015,90.0,1.0,0,None,False,Auto-Approved
TX000368,2024-11-04 8:07:18,2023-03-13 16:25:34,AC00087,62.0,Retired,REC-0275,43.85,4356.98,Debit,ATM,Jakarta Utara,Fresno,3175,D000092,117.67.192.211,M013,122.0,1.0,0,None,False,Auto-Approved
TX000369,2024-11-04 8:10:46,2023-03-09 16:31:54,AC00327,28.0,Student,REC-0170,283.81,1519.35,Debit,Branch,Tangerang Selatan,San Diego,3674,D000364,64.57.44.102,M046,29.0,1.0,0,None,False,Auto-Approved
TX000370,2024-11-04 8:12:09,2023-06-14 16:30:42,AC00269,71.0,Retired,REC-0015,168.53,5962.58,Debit,ATM,Pontianak,San Francisco,6171,D000602,157.164.245.130,M100,112.0,1.0,0,None,False,Auto-Approved
TX000371,2024-11-04 8:07:12,2023-11-27 16:43:28,AC00177,40.0,Engineer,REC-0060,218.59,6699.23,Credit,Branch,Palembang,Denver,1671,D000004,72.192.101.196,M088,123.0,1.0,0,None,False,Auto-Approved
TX000372,2024-11-04 8:08:40,2023-08-21 16:28:17,AC00322,21.0,Student,REC-0134,132.84,822.73,Debit,ATM,Bengkulu,Oklahoma City,1771,D000244,147.114.91.132,M060,143.0,1.0,0,None,False,Auto-Approved
TX000373,2024-11-04 8:10:30,2023-11-15 16:54:44,AC00069,42.0,Doctor,REC-0092,157.37,13964.31,Credit,Branch,Tangerang,Dallas,3603,D000001,66.23.166.248,M014,289.0,1.0,0,None,False,Cleared
TX000374,2024-11-04 8:10:54,2023-07-17 16:48:23,AC00264,20.0,Student,REC-0298,144.77,867.32,Debit,Online,Bandar Lampung,Albuquerque,1871,D000194,57.166.147.242,M007,159.0,1.0,0,None,False,Cleared
TX000375,2024-11-04 8:07:46,2023-05-03 17:04:32,AC00014,64.0,Doctor,REC-0136,643.22,1035.86,Debit,ATM,Banda Aceh,Atlanta,1171,D000248,175.166.115.182,M073,93.0,1.0,0,None,False,Auto-Approved
TX000376,2024-11-04 8:09:15,2023-11-20 16:51:14,AC00316,41.0,Doctor,REC-0020,1392.54,13347.69,Debit,Branch,Sorong,El Paso,9271,D000113,63.67.150.226,M013,297.0,1.0,0,None,False,Cleared
TX000377,2024-11-04 8:11:43,2023-07-10 16:51:12,AC00131,32.0,Doctor,REC-0056,208.07,8478.9,Debit,Online,Bengkulu,Oklahoma City,1771,D000084,157.164.245.130,M100,36.0,1.0,0,None,False,Cleared
TX000378,2024-11-04 8:08:14,2023-12-25 17:53:56,AC00232,57.0,Doctor,REC-0223,94.3,11088.95,Debit,Branch,Jakarta Selatan,Phoenix,3174,D000446,198.39.35.23,M042,57.0,1.0,0,None,False,Auto-Approved
TX000379,2024-11-04 8:07:08,2023-11-23 18:00:00,AC00410,59.0,Retired,REC-0177,295.5,6280.66,Debit,ATM,Semarang,Mesa,3374,D000445,137.135.250.168,M095,36.0,1.0,0,None,False,Auto-Approved
TX000380,2024-11-04 8:12:06,2023-11-06 17:53:25,AC00488,44.0,Doctor,REC-0161,30.23,481.13,Debit,ATM,Bogor,Austin,3271,D000406,134.247.5.188,M049,99.0,1.0,0,None,False,Auto-Approved
TX000381,2024-11-04 8:08:31,2023-11-06 17:53:25,AC00329,26.0,Student,REC-0224,112.05,1122.88,Credit,ATM,Jakarta Selatan,Phoenix,3174,D000156,116.44.12.250,M078,159.0,1.0,0,None,False,Auto-Approved
TX000382,2024-11-04 8:09:17,2023-07-03 17:03:48,AC00021,58.0,Engineer,REC-0262,180.24,8431.23,Debit,Branch,Jakarta Selatan,Phoenix,3174,D000106,169.67.220.37,M098,144.0,1.0,0,None,False,Auto-Approved
TX000383,2024-11-04 8:11:17,2023-05-30 17:54:22,AC00188,38.0,Engineer,REC-0060,13.71,8342.79,Credit,Online,Palembang,Denver,1671,D000483,189.20.224.220,M084,148.0,1.0,0,None,False,Auto-Approved
TX000384,2024-11-04 8:10:31,2023-03-13 17:26:17,AC00341,58.0,Retired,REC-0198,96.54,7182.22,Debit,Branch,Kupang,New York,5371,D000387,69.61.96.139,M020,95.0,1.0,0,None,False,Cleared
TX000385,2024-11-04 8:09:48,2023-03-13 17:26:17,AC00090,67.0,Retired,REC-0296,79.35,1692.15,Debit,Online,Denpasar,Los Angeles,5171,D000277,161.161.26.115,M051,70.0,1.0,0,None,False,Auto-Approved
TX000386,2024-11-04 8:06:43,2023-07-10 18:16:07,AC00456,27.0,Student,REC-0098,101.04,1695.57,Debit,ATM,Surakarta,San Antonio,3372,D000020,143.212.47.226,M067,160.0,1.0,0,None,False,Auto-Approved
TX000387,2024-11-04 8:11:23,2023-11-23 17:23:16,AC_UNK_003,49.0,Engineer,REC-0131,74.42,6264.21,Debit,Online,Sorong,El Paso,9271,D000273,76.136.92.235,M003,68.0,1.0,0,None,False,Auto-Approved
TX000388,2024-11-04 8:07:20,2023-05-18 16:16:53,AC00135,52.0,Engineer,REC-0023,39.66,8497.34,Debit,Branch,Bandung,Virginia Beach,3273,D000680,200.136.146.93,M045,169.0,1.0,0,None,True,Auto-Approved
TX000389,2024-11-04 8:09:15,2023-05-09 16:55:54,AC00279,40.0,Doctor,REC-0224,99.36,1272.12,Debit,ATM,Palangka Raya,Seattle,6271,D000019,93.151.52.152,M004,46.0,1.0,0,None,False,Auto-Approved
TX000390,2024-11-04 8:06:36,2023-08-25 18:47:28,AC00210,56.0,Engineer,REC-0001,123.85,3959.62,Debit,Online,Balikpapan,Las Vegas,6471,D000274,105.136.156.29,M047,244.0,1.0,0,None,False,Cleared
TX000391,2024-11-04 8:09:12,2023-12-25 17:05:00,AC00251,19.0,Student,REC-RING009,426.93,476.19,Debit,ATM,Surabaya,Omaha,3578,D000129,3.70.1.133,M054,248.0,1.0,1,Account Takeover (ATO),True,Escalated
TX000392,2024-11-04 8:09:22,2023-05-16 16:21:42,AC00116,25.0,Student,REC-0101,133.73,1872.22,Credit,Online,Pekanbaru,San Jose,1471,D000664,83.80.89.29,M001,123.0,1.0,0,None,False,Auto-Approved
TX000393,2024-11-04 8:10:52,2023-08-23 16:32:59,AC00131,49.0,Engineer,REC-0187,222.39,3117.39,Debit,Online,Bandung,Virginia Beach,3273,D000008,180.224.54.115,M088,73.0,1.0,0,None,False,Auto-Approved
TX000394,2024-11-04 8:10:45,2023-06-05 16:06:43,AC00265,22.0,Student,REC-0221,215.94,1841.69,Credit,Online,Bandung,Virginia Beach,3273,D000037,53.218.177.171,M021,140.0,1.0,0,None,False,Auto-Approved
TX000395,2024-11-04 8:12:13,2023-12-14 18:52:54,AC00326,80.0,Retired,REC-RING011,6.3,7697.68,Debit,Branch,Kendari,Columbus,7471,D000539,210.160.90.52,M017,283.0,5.0,1,Account Takeover (ATO),True,Escalated
TX000396,2024-11-04 8:12:13,2023-05-31 16:25:19,AC00411,29.0,Doctor,REC-0170,826.23,7580.59,Debit,ATM,Tangerang Selatan,Colorado Springs,3674,D000056,153.178.166.93,M042,209.0,1.0,0,None,True,Auto-Approved
TX000397,2024-11-04 8:08:50,2023-10-11 16:14:28,AC00039,35.0,Engineer,REC-0161,211.36,7936.91,Debit,Online,Kendari,Columbus,7471,D000686,198.24.183.157,M015,67.0,1.0,0,None,False,Cleared
TX000398,2024-11-04 8:11:30,2023-05-15 16:37:12,AC00293,67.0,Retired,REC-0064,131.46,6642.33,Debit,Branch,Palu,Charlotte,7271,D000287,146.69.70.214,M006,258.0,1.0,0,None,False,Auto-Approved
TX000399,2024-11-04 8:08:54,2023-05-22 17:24:46,AC00306,61.0,Doctor,REC-0154,202.86,7642.25,Credit,Branch,Banjarmasin,Memphis,6371,D000589,93.169.212.219,M088,149.0,1.0,0,None,False,Auto-Approved
TX000400,2024-11-04 8:06:40,2023-06-26 18:25:14,AC00285,26.0,Student,REC-RING011,268.39,136.74,Debit,ATM,Padang,Miami,1371,D000015,65.164.3.100,M017,171.0,1.0,1,Account Takeover (ATO),True,Escalated
TX000401,2024-11-04 8:08:01,2023-09-12 16:50:21,AC00145,23.0,Student,REC-0210,194.85,319.84,Debit,Online,Solo,Jacksonville,3372,D000601,148.234.210.167,M096,130.0,4.0,0,None,False,Cleared
TX000402,2024-11-04 8:10:23,2023-03-29 18:12:17,AC00128,40.0,Doctor,REC-0168,137.35,12662.66,Credit,Branch,Jayapura,Sacramento,9471,D000051,37.213.85.222,M028,220.0,1.0,0,None,False,Cleared
TX000403,2024-11-04 8:09:52,2023-03-29 18:12:17,AC00292,44.0,Doctor,REC-0207,712.75,8126.06,Debit,Branch,Ambon,Philadelphia,8171,D000573,57.166.147.242,M074,25.0,1.0,0,None,False,Auto-Approved
TX000404,2024-11-04 8:06:40,2023-04-10 17:57:59,AC00020,42.0,Doctor,REC-0152,353.82,705.75,Debit,ATM,Batam,Milwaukee,2171,D000043,72.128.135.172,M035,143.0,1.0,0,None,False,Auto-Approved
TX000405,2024-11-04 8:11:10,2023-10-30 17:21:38,AC00229,45.0,Retired,REC-0284,507.25,5331.57,Debit,Branch,Bekasi,Washington,3275,D000672,112.196.12.19,M063,143.0,1.0,0,None,False,Auto-Approved
TX000406,2024-11-04 8:11:10,2023-12-14 18:53:34,AC00053,27.0,Engineer,REC-0066,212.74,7645.47,Debit,Branch,Palangka Raya,Seattle,6271,D_UNKNOWN,220.179.173.114,M050,128.0,1.0,0,None,True,Auto-Approved
TX000407,2024-11-04 8:09:16,2023-10-10 17:07:27,AC00401,51.0,Engineer,REC-0099,364.42,8119.73,Debit,ATM,Tangerang Selatan,Colorado Springs,3674,D000469,120.32.147.210,M078,146.0,1.0,0,None,False,Auto-Approved
TX000408,2024-11-04 8:10:40,2023-07-25 17:42:45,AC00208,46.0,Doctor,REC-0216,195.12,6101.15,Debit,ATM,Jambi,Louisville,1571,D000603,199.103.32.145,M043,144.0,1.0,0,None,False,Auto-Approved
TX000409,2024-11-04 8:09:46,2023-09-04 16:41:19,AC00177,80.0,Retired,REC-0195,230.61,2561.42,Debit,Branch,Mataram,Raleigh,5271,D000083,97.4.209.133,M076,204.0,1.0,0,None,False,Cleared
TX000410,2024-11-04 8:11:13,2023-06-19 16:46:11,AC00136,58.0,Doctor,REC-0090,739.28,11905.64,Credit,Branch,Jakarta Barat,Tucson,3173,D000576,20.147.6.179,M026,47.0,1.0,0,None,False,Auto-Approved
TX000411,2024-11-04 8:10:01,2023-09-26 18:36:46,AC00029,64.0,Doctor,REC-0292,390.35,7095.88,Credit,ATM,Surabaya,Omaha,3578,D000274,101.223.82.253,M019,61.0,1.0,0,None,False,Auto-Approved
TX000412,2024-11-04 8:07:12,2023-03-13 16:08:41,AC00210,58.0,Engineer,REC-0155,242.03,4382.73,Debit,Online,Tangerang,Dallas,3603,D000605,219.98.242.240,M014,124.0,1.0,0,None,False,Cleared
TX000413,2024-11-04 8:06:48,2023-11-20 16:29:28,AC00421,18.0,Student,REC-0208,242.39,1328.73,Credit,ATM,Surakarta,San Antonio,3372,D000451,26.105.49.129,M008,271.0,1.0,0,None,False,Auto-Approved
