TransactionID,AccountID,RecipientAccountID,DeviceID,MerchantID,Split,CustomerAge,TransactionAmount,AccountBalance,TransactionDuration,LoginAttempts,AmountToBalanceRatio,LogTransactionAmount,BalanceAfterTransaction,HoursSincePreviousTransaction,TransactionHour,TransactionDayOfWeek,IsWeekend,IsNightTransaction,IsHighBalanceCashout,IsFastTransaction,IsManyLoginAttempts,ThreatIntelFlagInt,TransactionAmountZScore,RecipientUniqueSendersTotal,RecipientTransactionCountTotal,DeviceUniqueAccountsTotal,IPUniqueAccountsTotal,MerchantTransactionCountTotal,AccountTxCount24h,AccountAmountSum24h,AccountTxCount7d,RecipientUniqueSenders7d,RecipientTxCount7d,DeviceUniqueAccounts7d,IPUniqueAccounts7d,RuleRiskScore,IsFraud,FraudType,AnalystStatus,FraudScore_Probability_Seed,TransactionType_Credit,TransactionType_Debit,Channel_ATM,Channel_Branch,Channel_Online,CustomerOccupation_Doctor,CustomerOccupation_Engineer,CustomerOccupation_Retired,CustomerOccupation_Student,Location_Ambon,Location_Balikpapan,Location_Banda Aceh,Location_Bandar Lampung,Location_Bandung,Location_Banjarmasin,Location_Batam,Location_Bekasi,Location_Bengkulu,Location_Bogor,Location_Denpasar,Location_Depok,Location_Jakarta Barat,Location_Jakarta Pusat,Location_Jakarta Selatan,Location_Jakarta Timur,Location_Jakarta Utara,Location_Jambi,Location_Jayapura,Location_Kendari,Location_Kupang,Location_Makassar,Location_Malang,Location_Manado,Location_Mataram,Location_Medan,Location_Padang,Location_Palangka Raya,Location_Palembang,Location_Palu,Location_Pekanbaru,Location_Pontianak,Location_Samarinda,Location_Semarang,Location_Solo,Location_Sorong,Location_Surabaya,Location_Surakarta,Location_Tangerang,Location_Tangerang Selatan,Location_Yogyakarta,Province_Aceh,Province_Bali,Province_Banten,Province_Bengkulu,Province_DI Yogyakarta,Province_DKI Jakarta,Province_Jambi,Province_Jawa Barat,Province_Jawa Tengah,Province_Jawa Timur,Province_Kalimantan Barat,Province_Kalimantan Selatan,Province_Kalimantan Tengah,Province_Kalimantan Timur,Province_Kepulauan Riau,Province_Lampung,Province_Maluku,Province_Nusa Tenggara Barat,Province_Nusa Tenggara Timur,Province_Papua,Province_Papua Barat Daya,Province_Riau,Province_Sulawesi Selatan,Province_Sulawesi Tengah,Province_Sulawesi Tenggara,Province_Sulawesi Utara,Province_Sumatera Barat,Province_Sumatera Selatan,Province_Sumatera Utara,FraudClassTarget,Split_BiasAware
TX000451,AC00495,REC-RING001,D000031,M075,validation,28.0,745.03,160.57,231.0,1.0,4.639907828361462,6.614765813872392,-584.46,11006.453611111112,8,0,0,0,1,0,0,1,1.5414589130162033,5,5,4,3,19,4.0,1345.13,4.0,2.0,2.0,1.0,1.0,75.0,1,Account Takeover (ATO),Closed-Confirmed Fraud,0.7317,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Account Takeover (ATO),test
TX000452,AC00119,REC-0055,D000079,M043,test,58.0,54.61,7135.64,160.0,1.0,0.0076531327253056,4.018363041199472,7081.030000000001,8055.954166666666,8,0,0,0,0,0,0,0,-0.8327412948752124,11,11,6,4,25,0.0,0.0,0.0,1.0,1.0,3.0,0.0,30.0,0,,Auto-Approved,0.2637,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Legitimate,test
TX000453,AC00271,REC-0218,D000373,M008,train,27.0,54.05,469.14,146.0,1.0,0.1152108112716886,4.008241863168689,415.09,13407.303333333331,8,0,0,0,0,0,0,0,-0.8346670098261396,6,6,3,4,21,3.0,620.72,3.0,5.0,5.0,2.0,3.0,10.0,0,,Auto-Approved,0.1438,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Legitimate,train
TX000454,AC00235,REC-0113,D000606,M037,train,67.0,107.47,7517.5,144.0,1.0,0.0142959760558696,4.686473637052126,7410.03,13718.544444444444,8,0,0,0,0,0,0,0,-0.6509675586144723,9,9,5,4,23,5.0,975.11,5.0,8.0,8.0,4.0,3.0,20.0,0,,Auto-Approved,0.2269,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Legitimate,train
TX000455,AC00264,REC-0091,D000215,M045,train,20.0,611.11,919.84,282.0,4.0,0.6643655418333623,6.416912004923377,308.73,9181.64472222222,8,0,0,0,0,0,1,0,1.0809379376087436,5,5,6,5,20,4.0,1382.4499999999998,4.0,2.0,2.0,5.0,4.0,50.0,0,,Auto-Approved,0.4167,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Legitimate,train
TX000456,AC00307,REC-0266,D000220,M002,train,48.0,219.63,8013.63,44.0,1.0,0.0274070552296524,5.396487090320281,7794.0,8632.017222222223,8,0,0,0,0,0,0,0,-0.2652743641573285,9,9,4,2,30,1.0,312.88,1.0,0.0,0.0,1.0,1.0,10.0,0,,Auto-Approved,0.099,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Legitimate,train
TX000457,AC00434,REC-0238,D000501,M099,test,45.0,188.7,5077.06,123.0,1.0,0.0371671794306153,5.245443876940969,4888.360000000001,15184.148611111112,8,0,0,0,0,0,0,0,-0.3716357274290783,7,7,7,2,26,4.0,1563.14,4.0,2.0,2.0,4.0,0.0,20.0,0,,Cleared,0.2019,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Legitimate,train
TX000458,AC00290,REC-0026,D000430,M011,test,51.0,93.52,2791.2,97.0,1.0,0.0335053023789051,4.548811452318707,2697.68,10742.444444444443,8,0,0,0,0,0,0,0,-0.6989384935527494,9,9,7,4,26,1.0,41.93,1.0,3.0,3.0,1.0,0.0,20.0,0,,Auto-Approved,0.1539,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Legitimate,train
TX000459,AC00021,REC-0286,D000315,M042,validation,62.0,275.92,1777.38,107.0,1.0,0.1552397348906818,5.623728655809825,1501.46,9901.329722222225,8,0,0,0,0,0,0,1,-0.0717056238221588,11,11,9,6,29,3.0,1665.9,3.0,2.0,2.0,2.0,0.0,60.0,0,,Auto-Approved,0.5033,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Legitimate,train
TX000460,AC00499,REC-0128,D000242,M039,test,68.0,376.79,7749.14,265.0,1.0,0.0486234601517071,5.934338485685865,7372.35,15446.357222222225,8,0,0,0,0,0,0,0,0.2751637817136123,8,8,4,9,25,3.0,1200.78,3.0,3.0,3.0,2.0,3.0,10.0,0,,Auto-Approved,0.0944,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Legitimate,train
TX000461,AC00148,REC-0063,D000229,M063,validation,66.0,8.98,4516.76,56.0,1.0,0.0019881507983598,2.300583090323373,4507.780000000001,10576.06111111111,8,0,0,0,0,0,0,0,-0.9896526756088024,8,8,2,5,20,2.0,1076.91,2.0,4.0,4.0,1.0,2.0,10.0,0,,Cleared,0.1028,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Legitimate,train
TX000462,AC00200,REC-0234,D000277,M080,test,68.0,697.32,2016.02,91.0,1.0,0.3458894257001419,6.548677450427094,1318.6999999999998,13023.687222222225,8,0,0,0,0,0,0,0,1.377394876750598,8,8,5,4,19,5.0,714.0999999999999,5.0,4.0,4.0,4.0,2.0,20.0,0,,Auto-Approved,0.1542,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Legitimate,train
TX000463,AC00074,REC-0069,D000630,M059,train,18.0,17.45,1959.52,88.0,1.0,0.0089052421001061,2.915064370486536,1942.07,10023.472222222224,8,0,0,0,0,0,0,0,-0.960526236976028,8,8,4,7,27,0.0,0.0,0.0,4.0,4.0,2.0,3.0,10.0,0,,Auto-Approved,0.0553,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Legitimate,validation
TX000464,AC00417,REC-0272,D000123,M014,train,80.0,302.16,3876.61,138.0,5.0,0.077944389556855,5.714260718943828,3574.4500000000003,9182.329444444444,8,0,0,0,0,0,1,1,0.0185278767355752,11,13,3,4,33,0.0,0.0,0.0,2.0,2.0,1.0,1.0,90.0,1,Account Takeover (ATO),Escalated,0.8032,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Account Takeover (ATO),train
TX000465,AC00182,REC-0287,D000563,M019,train,23.0,442.74,1790.27,136.0,1.0,0.247303479363448,6.095238805324437,1347.53,9230.367777777778,8,0,0,0,0,0,0,0,0.5019511049522769,8,8,4,9,29,2.0,948.51,2.0,2.0,2.0,1.0,3.0,10.0,0,,Cleared,0.0671,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Legitimate,test
TX000466,AC00177,REC-RING008,D000162,M005,train,27.0,623.9,711.47,249.0,1.0,0.8769168060494469,6.437591636935036,87.57000000000005,10886.431666666667,8,0,0,0,0,0,0,1,1.1249198915772427,7,7,4,2,31,6.0,1576.31,6.0,5.0,5.0,2.0,0.0,60.0,1,Account Takeover (ATO),Closed-Confirmed Fraud,0.6035,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Account Takeover (ATO),train
TX000467,AC00063,REC-RING012,D000039,M015,validation,35.0,445.41,12154.66,235.0,3.0,0.0366452043907439,6.1012378122498845,11709.25,8391.676944444445,8,0,0,0,0,0,1,1,0.5111326387361622,8,8,5,2,32,1.0,523.02,1.0,2.0,2.0,0.0,1.0,70.0,1,Account Takeover (ATO),Investigating,0.6877,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Account Takeover (ATO),train
TX000468,AC00300,REC-0259,D000116,M035,validation,26.0,63.41,1546.22,36.0,1.0,0.0410096881426963,4.165268900558799,1482.81,8294.635833333334,8,0,0,0,0,0,0,0,-0.80248005993207,9,9,4,9,21,0.0,0.0,0.0,2.0,2.0,0.0,1.0,10.0,0,,Auto-Approved,0.1434,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Legitimate,test
TX000469,AC00218,REC-0219,D000128,M025,test,44.0,346.85,7208.15,88.0,1.0,0.0481191429146174,5.85177135236965,6861.299999999999,8797.609722222222,8,0,0,0,0,0,0,0,0.172206807372966,6,6,6,4,31,5.0,1324.38,5.0,3.0,3.0,3.0,3.0,20.0,0,,Auto-Approved,0.2026,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Legitimate,validation
TX000470,AC00036,REC-0281,D000410,M100,train,59.0,71.95,9267.32,53.0,1.0,0.0077638411104828,4.289774274968795,9195.37,15111.441944444445,8,0,0,0,0,0,0,0,-0.7731129069304294,5,5,5,4,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0,,Auto-Approved,0.1509,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Legitimate,train
TX000471,AC00371,REC-0229,D000181,M054,train,63.0,7.5,6485.78,36.0,1.0,0.0011563759486137,2.1400661634962708,6478.28,15016.04277777778,8,0,0,0,0,0,0,0,-0.9947420651219676,9,9,4,3,26,1.0,321.15,1.0,6.0,6.0,3.0,2.0,10.0,0,,Cleared,0.1037,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Legitimate,train
TX000472,AC00398,REC-0082,D000620,M013,train,65.0,206.46,3984.38,279.0,1.0,0.0518173467390158,5.334938550003682,3777.92,8221.678333333333,8,0,0,0,0,0,0,1,-0.3105630532710997,8,8,2,5,33,2.0,1577.41,2.0,0.0,0.0,0.0,0.0,40.0,0,,Cleared,0.3248,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Legitimate,train
TX000473,AC00213,REC-0244,D000113,M055,test,60.0,423.11,412.78,47.0,1.0,1.025025437278938,6.049992855547051,-10.33000000000004,11221.49888888889,8,0,0,0,1,0,0,0,0.4344479183688806,9,9,5,4,24,4.0,1053.13,4.0,6.0,6.0,3.0,2.0,55.0,0,,Auto-Approved,0.4479,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Legitimate,train
TX000474,AC00464,REC-0231,D000422,M013,train,54.0,35.84,4795.65,172.0,1.0,0.0074734394711874,3.6065842113871054,4759.81,14078.784166666666,8,0,0,0,0,0,0,0,-0.8972871334982561,13,13,7,3,33,7.0,1431.1899999999998,7.0,9.0,9.0,5.0,2.0,30.0,0,,Auto-Approved,0.2596,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Legitimate,validation
TX000475,AC00219,REC-0133,D000403,M054,train,28.0,88.6,246.57,105.0,1.0,0.3593300077057225,4.4953553199808844,157.97,15087.1175,8,0,0,0,0,0,0,0,-0.7158572749073245,2,2,2,3,26,4.0,524.66,4.0,1.0,1.0,1.0,0.0,0.0,0,,Auto-Approved,0.0305,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Legitimate,train
TX000476,AC00464,REC-0142,D000563,M082,validation,18.0,1431.3,1058.13,168.0,1.0,1.3526693317456266,7.267036822785819,-373.1699999999999,10237.41111111111,8,0,0,0,1,0,0,0,3.901388197610569,9,9,4,5,18,8.0,1467.03,8.0,7.0,7.0,2.0,3.0,60.0,1,Identity Theft,Closed-Confirmed Fraud,0.6065,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Identity Theft,train
TX000477,AC00442,REC-0267,D000663,M079,train,55.0,53.81,4734.110000000001,37.0,2.0,0.0113664448016628,4.003872659058025,4680.3,9231.2725,8,0,0,0,0,0,0,0,-0.8354923162336799,5,5,9,6,15,8.0,1334.83,8.0,4.0,4.0,8.0,5.0,20.0,0,,Auto-Approved,0.2016,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Legitimate,train
TX000478,AC00054,REC-0249,D000602,M087,train,54.0,22.46,6631.5,78.0,1.0,0.0033868657166553,3.155296843225329,6609.04,12880.065277777778,8,0,0,0,0,0,0,0,-0.9432979657186252,8,8,7,10,25,2.0,190.18,2.0,3.0,3.0,0.0,1.0,20.0,0,,Auto-Approved,0.1465,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Legitimate,train
TX000479,AC00392,REC-0123,D000697,M040,train,21.0,334.89,1661.68,260.0,1.0,0.2015369987001107,5.81678372540998,1326.79,11341.75861111111,8,0,0,0,0,0,0,0,0.1310790380638767,10,10,9,4,26,1.0,494.52,1.0,2.0,2.0,1.0,0.0,30.0,0,,Auto-Approved,0.2552,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Legitimate,train
TX000480,AC00350,REC-0141,D000457,M068,test,54.0,319.27,5504.01,59.0,1.0,0.0580067986795082,5.76916439003684,5184.74,11343.141666666666,8,0,0,0,0,0,0,0,0.0773653460397987,10,10,2,9,32,0.0,0.0,0.0,1.0,1.0,0.0,0.0,20.0,0,,Cleared,0.2399,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Legitimate,train
TX000481,AC00306,REC-0226,D000098,M049,train,18.0,144.3,312.19,88.0,1.0,0.4622185207726064,4.9788005705762375,167.89,7958.765277777778,8,0,0,0,0,0,0,0,-0.5243174128240247,10,10,5,3,25,4.0,813.4200000000001,4.0,4.0,4.0,1.0,1.0,30.0,0,,Auto-Approved,0.2606,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Legitimate,train
TX000482,AC00229,REC-0040,D000175,M067,test,69.0,348.7,2445.58,149.0,1.0,0.1425837633608387,5.85707564406933,2096.88,13238.886944444444,8,0,0,0,0,0,0,1,0.178568544264422,8,8,4,3,25,1.0,114.23,1.0,1.0,1.0,0.0,0.0,40.0,0,,Auto-Approved,0.3708,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Legitimate,train
TX000483,AC00148,REC-0147,D000483,M052,test,62.0,366.21,10862.99,181.0,1.0,0.033711712889361,5.90593389149099,10496.78,15878.241666666669,8,0,0,0,0,0,0,0,0.2387815242478794,12,12,4,4,27,4.0,2502.58,4.0,10.0,10.0,3.0,2.0,20.0,0,,Cleared,0.1773,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Legitimate,train
TX000484,AC00305,REC-0121,D000195,M015,train,55.0,99.11,5414.87,12.0,1.0,0.0183033018336543,4.606269581431392,5315.76,13263.181666666667,8,0,0,0,0,1,0,0,-0.6797157318104576,11,11,7,6,32,3.0,668.11,3.0,6.0,6.0,4.0,4.0,55.0,0,,Cleared,0.4695,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Legitimate,test
TX000485,AC00329,REC-0140,D000051,M002,train,55.0,539.35,3919.44,127.0,1.0,0.1376089441348764,6.292217077749175,3380.09,12758.61638888889,8,0,0,0,0,0,0,0,0.8341713217542086,11,12,5,6,30,7.0,1444.41,7.0,10.0,10.0,3.0,5.0,30.0,0,,Auto-Approved,0.2536,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Legitimate,train
TX000486,AC00400,REC-0172,D000551,M065,test,58.0,188.99,7315.34,92.0,1.0,0.0258347527250954,5.246971439196448,7126.35,12351.407222222222,8,0,0,0,0,0,0,1,-0.3706384821866338,5,5,6,12,33,0.0,0.0,0.0,2.0,2.0,2.0,3.0,50.0,0,,Cleared,0.4107,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Legitimate,train
TX000487,AC00148,REC-0164,D000418,M015,train,46.0,1416.69,3740.73,58.0,1.0,0.3787201963253161,7.256784065420216,2324.04,15783.19,8,0,0,0,0,0,0,0,3.851147670051556,9,9,3,9,32,3.0,1085.89,3.0,6.0,6.0,2.0,6.0,25.0,0,,Auto-Approved,0.1955,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Legitimate,train
TX000488,AC00128,REC-0277,D000667,M059,validation,26.0,710.14,465.63,227.0,1.0,1.5251165088160128,6.566869316186371,-244.51,14559.860277777778,8,0,0,0,1,0,0,0,1.421479994020039,12,13,5,5,27,6.0,2514.75,6.0,11.0,12.0,4.0,4.0,65.0,0,,Auto-Approved,0.5458,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Legitimate,validation
