EdgeID,Source,Target,SourceType,TargetType,EdgeType,TransactionID,TransactionDate,TransactionAmount,Channel,Location,BPS_RegionCode,IsFraud,FraudType,RiskScore,RuleRiskScore,Split
E-TX000731-USES_IP,ACC:AC00253,IP:217.233.219.196,Account,IP,USES_IP,TX000731,2024-11-04 8:10:51,430.35,Online,Palu,7271,0,None,0.4662,55.0,train
E-TX000731-PAYS_MERCHANT,ACC:AC00253,MER:M007,Account,Merchant,PAYS_MERCHANT,TX000731,2024-11-04 8:10:51,430.35,Online,Palu,7271,0,None,0.4662,55.0,train
E-TX000731-LOCATED_IN,ACC:AC00253,GEO:7271,Account,GeoRegion,LOCATED_IN,TX000731,2024-11-04 8:10:51,430.35,Online,Palu,7271,0,None,0.4662,55.0,train
E-TX000731-RECEIVES_IN_REGION,REC:REC-0031,GEO:7271,RecipientAccount,GeoRegion,RECEIVES_IN_REGION,TX000731,2024-11-04 8:10:51,430.35,Online,Palu,7271,0,None,0.4662,55.0,train
E-TX000732-TRANSFER_TO,ACC:AC00394,REC:REC-0051,Account,RecipientAccount,TRANSFER_TO,TX000732,2024-11-04 8:08:34,230.32,Branch,Balikpapan,6471,0,None,0.0965,10.0,train
E-TX000732-USES_DEVICE,ACC:AC00394,DEV:D000272,Account,Device,USES_DEVICE,TX000732,2024-11-04 8:08:34,230.32,Branch,Balikpapan,6471,0,None,0.0965,10.0,train
E-TX000732-USES_IP,ACC:AC00394,IP:49.174.157.140,Account,IP,USES_IP,TX000732,2024-11-04 8:08:34,230.32,Branch,Balikpapan,6471,0,None,0.0965,10.0,train
E-TX000732-PAYS_MERCHANT,ACC:AC00394,MER:M015,Account,Merchant,PAYS_MERCHANT,TX000732,2024-11-04 8:08:34,230.32,Branch,Balikpapan,6471,0,None,0.0965,10.0,train
E-TX000732-LOCATED_IN,ACC:AC00394,GEO:6471,Account,GeoRegion,LOCATED_IN,TX000732,2024-11-04 8:08:34,230.32,Branch,Balikpapan,6471,0,None,0.0965,10.0,train
E-TX000732-RECEIVES_IN_REGION,REC:REC-0051,GEO:6471,RecipientAccount,GeoRegion,RECEIVES_IN_REGION,TX000732,2024-11-04 8:08:34,230.32,Branch,Balikpapan,6471,0,None,0.0965,10.0,train
E-TX000733-TRANSFER_TO,ACC:AC00457,REC:REC-0107,Account,RecipientAccount,TRANSFER_TO,TX000733,2024-11-04 8:11:23,121.71,ATM,Jakarta Pusat,3171,0,None,0.1887,20.0,train
E-TX000733-USES_DEVICE,ACC:AC00457,DEV:D000674,Account,Device,USES_DEVICE,TX000733,2024-11-04 8:11:23,121.71,ATM,Jakarta Pusat,3171,0,None,0.1887,20.0,train
E-TX000733-USES_IP,ACC:AC00457,IP:77.208.193.198,Account,IP,USES_IP,TX000733,2024-11-04 8:11:23,121.71,ATM,Jakarta Pusat,3171,0,None,0.1887,20.0,train
E-TX000733-PAYS_MERCHANT,ACC:AC00457,MER:M015,Account,Merchant,PAYS_MERCHANT,TX000733,2024-11-04 8:11:23,121.71,ATM,Jakarta Pusat,3171,0,None,0.1887,20.0,train
E-TX000733-LOCATED_IN,ACC:AC00457,GEO:3171,Account,GeoRegion,LOCATED_IN,TX000733,2024-11-04 8:11:23,121.71,ATM,Jakarta Pusat,3171,0,None,0.1887,20.0,train
E-TX000733-RECEIVES_IN_REGION,REC:REC-0107,GEO:3171,RecipientAccount,GeoRegion,RECEIVES_IN_REGION,TX000733,2024-11-04 8:11:23,121.71,ATM,Jakarta Pusat,3171,0,None,0.1887,20.0,train
E-TX000734-TRANSFER_TO,ACC:AC00046,REC:REC-0109,Account,RecipientAccount,TRANSFER_TO,TX000734,2024-11-04 8:06:58,98.87,Online,Jakarta Timur,3172,0,None,0.2503,30.0,train
E-TX000734-USES_DEVICE,ACC:AC00046,DEV:D000058,Account,Device,USES_DEVICE,TX000734,2024-11-04 8:06:58,98.87,Online,Jakarta Timur,3172,0,None,0.2503,30.0,train
E-TX000734-USES_IP,ACC:AC00046,IP:219.31.152.129,Account,IP,USES_IP,TX000734,2024-11-04 8:06:58,98.87,Online,Jakarta Timur,3172,0,None,0.2503,30.0,train
E-TX000734-PAYS_MERCHANT,ACC:AC00046,MER:M060,Account,Merchant,PAYS_MERCHANT,TX000734,2024-11-04 8:06:58,98.87,Online,Jakarta Timur,3172,0,None,0.2503,30.0,train
E-TX000734-LOCATED_IN,ACC:AC00046,GEO:3172,Account,GeoRegion,LOCATED_IN,TX000734,2024-11-04 8:06:58,98.87,Online,Jakarta Timur,3172,0,None,0.2503,30.0,train
E-TX000734-RECEIVES_IN_REGION,REC:REC-0109,GEO:3172,RecipientAccount,GeoRegion,RECEIVES_IN_REGION,TX000734,2024-11-04 8:06:58,98.87,Online,Jakarta Timur,3172,0,None,0.2503,30.0,train
E-TX000735-TRANSFER_TO,ACC:AC00011,REC:REC-0136,Account,RecipientAccount,TRANSFER_TO,TX000735,2024-11-04 8:11:13,117.55,ATM,Jakarta Utara,3175,0,None,0.262,30.0,train
E-TX000735-USES_DEVICE,ACC:AC00011,DEV:D000088,Account,Device,USES_DEVICE,TX000735,2024-11-04 8:11:13,117.55,ATM,Jakarta Utara,3175,0,None,0.262,30.0,train
E-TX000735-USES_IP,ACC:AC00011,IP:4.101.189.38,Account,IP,USES_IP,TX000735,2024-11-04 8:11:13,117.55,ATM,Jakarta Utara,3175,0,None,0.262,30.0,train
E-TX000735-PAYS_MERCHANT,ACC:AC00011,MER:M046,Account,Merchant,PAYS_MERCHANT,TX000735,2024-11-04 8:11:13,117.55,ATM,Jakarta Utara,3175,0,None,0.262,30.0,train
E-TX000735-LOCATED_IN,ACC:AC00011,GEO:3175,Account,GeoRegion,LOCATED_IN,TX000735,2024-11-04 8:11:13,117.55,ATM,Jakarta Utara,3175,0,None,0.262,30.0,train
E-TX000735-RECEIVES_IN_REGION,REC:REC-0136,GEO:3175,RecipientAccount,GeoRegion,RECEIVES_IN_REGION,TX000735,2024-11-04 8:11:13,117.55,ATM,Jakarta Utara,3175,0,None,0.262,30.0,train
E-TX000736-TRANSFER_TO,ACC:AC00045,REC:REC-0042,Account,RecipientAccount,TRANSFER_TO,TX000736,2024-11-04 8:06:53,244.64,Branch,Jakarta Barat,3173,0,None,0.259,30.0,train
E-TX000736-USES_DEVICE,ACC:AC00045,DEV:D000172,Account,Device,USES_DEVICE,TX000736,2024-11-04 8:06:53,244.64,Branch,Jakarta Barat,3173,0,None,0.259,30.0,train
E-TX000736-USES_IP,ACC:AC00045,IP:66.255.7.16,Account,IP,USES_IP,TX000736,2024-11-04 8:06:53,244.64,Branch,Jakarta Barat,3173,0,None,0.259,30.0,train
E-TX000736-PAYS_MERCHANT,ACC:AC00045,MER:M072,Account,Merchant,PAYS_MERCHANT,TX000736,2024-11-04 8:06:53,244.64,Branch,Jakarta Barat,3173,0,None,0.259,30.0,train
E-TX000736-LOCATED_IN,ACC:AC00045,GEO:3173,Account,GeoRegion,LOCATED_IN,TX000736,2024-11-04 8:06:53,244.64,Branch,Jakarta Barat,3173,0,None,0.259,30.0,train
E-TX000736-RECEIVES_IN_REGION,REC:REC-0042,GEO:3173,RecipientAccount,GeoRegion,RECEIVES_IN_REGION,TX000736,2024-11-04 8:06:53,244.64,Branch,Jakarta Barat,3173,0,None,0.259,30.0,train
E-TX000737-TRANSFER_TO,ACC:AC00181,REC:REC-0081,Account,RecipientAccount,TRANSFER_TO,TX000737,2024-11-04 8:07:51,321.93,ATM,Manado,7171,0,None,0.4744,55.0,train
E-TX000737-USES_DEVICE,ACC:AC00181,DEV:D000083,Account,Device,USES_DEVICE,TX000737,2024-11-04 8:07:51,321.93,ATM,Manado,7171,0,None,0.4744,55.0,train
E-TX000737-USES_IP,ACC:AC00181,IP:45.241.13.208,Account,IP,USES_IP,TX000737,2024-11-04 8:07:51,321.93,ATM,Manado,7171,0,None,0.4744,55.0,train
E-TX000737-PAYS_MERCHANT,ACC:AC00181,MER:M092,Account,Merchant,PAYS_MERCHANT,TX000737,2024-11-04 8:07:51,321.93,ATM,Manado,7171,0,None,0.4744,55.0,train
E-TX000737-LOCATED_IN,ACC:AC00181,GEO:7171,Account,GeoRegion,LOCATED_IN,TX000737,2024-11-04 8:07:51,321.93,ATM,Manado,7171,0,None,0.4744,55.0,train
E-TX000737-RECEIVES_IN_REGION,REC:REC-0081,GEO:7171,RecipientAccount,GeoRegion,RECEIVES_IN_REGION,TX000737,2024-11-04 8:07:51,321.93,ATM,Manado,7171,0,None,0.4744,55.0,train
E-TX000738-TRANSFER_TO,ACC:AC_UNK_005,REC:REC-RING009,Account,RecipientAccount,TRANSFER_TO,TX000738,2024-11-04 8:07:50,1092.73,Branch,Kendari,7471,1,Account Takeover (ATO),0.9552,100.0,test
E-TX000738-USES_DEVICE,ACC:AC_UNK_005,DEV:D000688,Account,Device,USES_DEVICE,TX000738,2024-11-04 8:07:50,1092.73,Branch,Kendari,7471,1,Account Takeover (ATO),0.9552,100.0,test
E-TX000738-USES_IP,ACC:AC_UNK_005,IP:56.89.80.133,Account,IP,USES_IP,TX000738,2024-11-04 8:07:50,1092.73,Branch,Kendari,7471,1,Account Takeover (ATO),0.9552,100.0,test
E-TX000738-PAYS_MERCHANT,ACC:AC_UNK_005,MER:M064,Account,Merchant,PAYS_MERCHANT,TX000738,2024-11-04 8:07:50,1092.73,Branch,Kendari,7471,1,Account Takeover (ATO),0.9552,100.0,test
E-TX000738-LOCATED_IN,ACC:AC_UNK_005,GEO:7471,Account,GeoRegion,LOCATED_IN,TX000738,2024-11-04 8:07:50,1092.73,Branch,Kendari,7471,1,Account Takeover (ATO),0.9552,100.0,test
E-TX000738-RECEIVES_IN_REGION,REC:REC-RING009,GEO:7471,RecipientAccount,GeoRegion,RECEIVES_IN_REGION,TX000738,2024-11-04 8:07:50,1092.73,Branch,Kendari,7471,1,Account Takeover (ATO),0.9552,100.0,test
E-TX000739-TRANSFER_TO,ACC:AC00288,REC:REC-0039,Account,RecipientAccount,TRANSFER_TO,TX000739,2024-11-04 8:07:38,283.23,Online,Sorong,9271,0,None,0.1345,20.0,train
E-TX000739-USES_DEVICE,ACC:AC00288,DEV:D000695,Account,Device,USES_DEVICE,TX000739,2024-11-04 8:07:38,283.23,Online,Sorong,9271,0,None,0.1345,20.0,train
E-TX000739-USES_IP,ACC:AC00288,IP:146.69.70.214,Account,IP,USES_IP,TX000739,2024-11-04 8:07:38,283.23,Online,Sorong,9271,0,None,0.1345,20.0,train
E-TX000739-PAYS_MERCHANT,ACC:AC00288,MER:M061,Account,Merchant,PAYS_MERCHANT,TX000739,2024-11-04 8:07:38,283.23,Online,Sorong,9271,0,None,0.1345,20.0,train
E-TX000739-LOCATED_IN,ACC:AC00288,GEO:9271,Account,GeoRegion,LOCATED_IN,TX000739,2024-11-04 8:07:38,283.23,Online,Sorong,9271,0,None,0.1345,20.0,train
E-TX000739-RECEIVES_IN_REGION,REC:REC-0039,GEO:9271,RecipientAccount,GeoRegion,RECEIVES_IN_REGION,TX000739,2024-11-04 8:07:38,283.23,Online,Sorong,9271,0,None,0.1345,20.0,train
E-TX000740-TRANSFER_TO,ACC:AC00014,REC:REC-0081,Account,RecipientAccount,TRANSFER_TO,TX000740,2024-11-04 8:06:58,346.65,Online,Bekasi,3275,0,None,0.3588,50.0,train
E-TX000740-USES_DEVICE,ACC:AC00014,DEV:D000077,Account,Device,USES_DEVICE,TX000740,2024-11-04 8:06:58,346.65,Online,Bekasi,3275,0,None,0.3588,50.0,train
E-TX000740-USES_IP,ACC:AC00014,IP:43.98.242.106,Account,IP,USES_IP,TX000740,2024-11-04 8:06:58,346.65,Online,Bekasi,3275,0,None,0.3588,50.0,train
E-TX000740-PAYS_MERCHANT,ACC:AC00014,MER:M062,Account,Merchant,PAYS_MERCHANT,TX000740,2024-11-04 8:06:58,346.65,Online,Bekasi,3275,0,None,0.3588,50.0,train
E-TX000740-LOCATED_IN,ACC:AC00014,GEO:3275,Account,GeoRegion,LOCATED_IN,TX000740,2024-11-04 8:06:58,346.65,Online,Bekasi,3275,0,None,0.3588,50.0,train
E-TX000740-RECEIVES_IN_REGION,REC:REC-0081,GEO:3275,RecipientAccount,GeoRegion,RECEIVES_IN_REGION,TX000740,2024-11-04 8:06:58,346.65,Online,Bekasi,3275,0,None,0.3588,50.0,train
E-TX000741-TRANSFER_TO,ACC:AC00153,REC:REC-0002,Account,RecipientAccount,TRANSFER_TO,TX000741,2024-11-04 8:06:58,381.62,Online,Balikpapan,6471,0,None,0.2,20.0,train
E-TX000741-USES_DEVICE,ACC:AC00153,DEV:D000670,Account,Device,USES_DEVICE,TX000741,2024-11-04 8:06:58,381.62,Online,Balikpapan,6471,0,None,0.2,20.0,train
E-TX000741-USES_IP,ACC:AC00153,IP:187.223.139.194,Account,IP,USES_IP,TX000741,2024-11-04 8:06:58,381.62,Online,Balikpapan,6471,0,None,0.2,20.0,train
E-TX000741-PAYS_MERCHANT,ACC:AC00153,MER:M097,Account,Merchant,PAYS_MERCHANT,TX000741,2024-11-04 8:06:58,381.62,Online,Balikpapan,6471,0,None,0.2,20.0,train
E-TX000741-LOCATED_IN,ACC:AC00153,GEO:6471,Account,GeoRegion,LOCATED_IN,TX000741,2024-11-04 8:06:58,381.62,Online,Balikpapan,6471,0,None,0.2,20.0,train
E-TX000741-RECEIVES_IN_REGION,REC:REC-0002,GEO:6471,RecipientAccount,GeoRegion,RECEIVES_IN_REGION,TX000741,2024-11-04 8:06:58,381.62,Online,Balikpapan,6471,0,None,0.2,20.0,train
E-TX000742-TRANSFER_TO,ACC:AC00164,REC:REC-0210,Account,RecipientAccount,TRANSFER_TO,TX000742,2024-11-04 8:08:15,388.65,ATM,Bengkulu,1771,0,None,0.1247,10.0,train
E-TX000742-USES_DEVICE,ACC:AC00164,DEV:D000284,Account,Device,USES_DEVICE,TX000742,2024-11-04 8:08:15,388.65,ATM,Bengkulu,1771,0,None,0.1247,10.0,train
E-TX000742-USES_IP,ACC:AC00164,IP:40.244.94.218,Account,IP,USES_IP,TX000742,2024-11-04 8:08:15,388.65,ATM,Bengkulu,1771,0,None,0.1247,10.0,train
E-TX000742-PAYS_MERCHANT,ACC:AC00164,MER:M065,Account,Merchant,PAYS_MERCHANT,TX000742,2024-11-04 8:08:15,388.65,ATM,Bengkulu,1771,0,None,0.1247,10.0,train
E-TX000742-LOCATED_IN,ACC:AC00164,GEO:1771,Account,GeoRegion,LOCATED_IN,TX000742,2024-11-04 8:08:15,388.65,ATM,Bengkulu,1771,0,None,0.1247,10.0,train
E-TX000742-RECEIVES_IN_REGION,REC:REC-0210,GEO:1771,RecipientAccount,GeoRegion,RECEIVES_IN_REGION,TX000742,2024-11-04 8:08:15,388.65,ATM,Bengkulu,1771,0,None,0.1247,10.0,train
E-TX000743-TRANSFER_TO,ACC:AC00159,REC:REC-0231,Account,RecipientAccount,TRANSFER_TO,TX000743,2024-11-04 8:09:03,29.22,ATM,Surakarta,3372,0,None,0.3895,50.0,test
E-TX000743-USES_DEVICE,ACC:AC00159,DEV:D000432,Account,Device,USES_DEVICE,TX000743,2024-11-04 8:09:03,29.22,ATM,Surakarta,3372,0,None,0.3895,50.0,test
E-TX000743-USES_IP,ACC:AC00159,IP:44.67.137.125,Account,IP,USES_IP,TX000743,2024-11-04 8:09:03,29.22,ATM,Surakarta,3372,0,None,0.3895,50.0,test
E-TX000743-PAYS_MERCHANT,ACC:AC00159,MER:M068,Account,Merchant,PAYS_MERCHANT,TX000743,2024-11-04 8:09:03,29.22,ATM,Surakarta,3372,0,None,0.3895,50.0,test
E-TX000743-LOCATED_IN,ACC:AC00159,GEO:3372,Account,GeoRegion,LOCATED_IN,TX000743,2024-11-04 8:09:03,29.22,ATM,Surakarta,3372,0,None,0.3895,50.0,test
E-TX000743-RECEIVES_IN_REGION,REC:REC-0231,GEO:3372,RecipientAccount,GeoRegion,RECEIVES_IN_REGION,TX000743,2024-11-04 8:09:03,29.22,ATM,Surakarta,3372,0,None,0.3895,50.0,test
E-TX000744-TRANSFER_TO,ACC:AC00360,REC:REC-0241,Account,RecipientAccount,TRANSFER_TO,TX000744,2024-11-04 8:09:20,46.75,Branch,Tangerang Selatan,3674,0,None,0.2085,30.0,test
E-TX000744-USES_DEVICE,ACC:AC00360,DEV:D000469,Account,Device,USES_DEVICE,TX000744,2024-11-04 8:09:20,46.75,Branch,Tangerang Selatan,3674,0,None,0.2085,30.0,test
E-TX000744-USES_IP,ACC:AC00360,IP:196.244.194.198,Account,IP,USES_IP,TX000744,2024-11-04 8:09:20,46.75,Branch,Tangerang Selatan,3674,0,None,0.2085,30.0,test
E-TX000744-PAYS_MERCHANT,ACC:AC00360,MER:M078,Account,Merchant,PAYS_MERCHANT,TX000744,2024-11-04 8:09:20,46.75,Branch,Tangerang Selatan,3674,0,None,0.2085,30.0,test
E-TX000744-LOCATED_IN,ACC:AC00360,GEO:3674,Account,GeoRegion,LOCATED_IN,TX000744,2024-11-04 8:09:20,46.75,Branch,Tangerang Selatan,3674,0,None,0.2085,30.0,test
E-TX000744-RECEIVES_IN_REGION,REC:REC-0241,GEO:3674,RecipientAccount,GeoRegion,RECEIVES_IN_REGION,TX000744,2024-11-04 8:09:20,46.75,Branch,Tangerang Selatan,3674,0,None,0.2085,30.0,test
E-TX000745-TRANSFER_TO,ACC:AC00326,REC:REC-0150,Account,RecipientAccount,TRANSFER_TO,TX000745,2024-11-04 8:11:22,348.64,Online,Pekanbaru,1471,0,None,0.1775,20.0,validation
E-TX000745-USES_DEVICE,ACC:AC00326,DEV:D000221,Account,Device,USES_DEVICE,TX000745,2024-11-04 8:11:22,348.64,Online,Pekanbaru,1471,0,None,0.1775,20.0,validation
E-TX000745-USES_IP,ACC:AC00326,IP:134.222.122.238,Account,IP,USES_IP,TX000745,2024-11-04 8:11:22,348.64,Online,Pekanbaru,1471,0,None,0.1775,20.0,validation
E-TX000745-PAYS_MERCHANT,ACC:AC00326,MER:M098,Account,Merchant,PAYS_MERCHANT,TX000745,2024-11-04 8:11:22,348.64,Online,Pekanbaru,1471,0,None,0.1775,20.0,validation
E-TX000745-LOCATED_IN,ACC:AC00326,GEO:1471,Account,GeoRegion,LOCATED_IN,TX000745,2024-11-04 8:11:22,348.64,Online,Pekanbaru,1471,0,None,0.1775,20.0,validation
E-TX000745-RECEIVES_IN_REGION,REC:REC-0150,GEO:1471,RecipientAccount,GeoRegion,RECEIVES_IN_REGION,TX000745,2024-11-04 8:11:22,348.64,Online,Pekanbaru,1471,0,None,0.1775,20.0,validation
E-TX000746-TRANSFER_TO,ACC:AC00110,REC:REC-0017,Account,RecipientAccount,TRANSFER_TO,TX000746,2024-11-04 8:08:49,319.17,Online,Jakarta Barat,3173,0,None,0.2783,30.0,train
E-TX000746-USES_DEVICE,ACC:AC00110,DEV:D000444,Account,Device,USES_DEVICE,TX000746,2024-11-04 8:08:49,319.17,Online,Jakarta Barat,3173,0,None,0.2783,30.0,train
E-TX000746-USES_IP,ACC:AC00110,IP:7.28.148.225,Account,IP,USES_IP,TX000746,2024-11-04 8:08:49,319.17,Online,Jakarta Barat,3173,0,None,0.2783,30.0,train
E-TX000746-PAYS_MERCHANT,ACC:AC00110,MER:M088,Account,Merchant,PAYS_MERCHANT,TX000746,2024-11-04 8:08:49,319.17,Online,Jakarta Barat,3173,0,None,0.2783,30.0,train
E-TX000746-LOCATED_IN,ACC:AC00110,GEO:3173,Account,GeoRegion,LOCATED_IN,TX000746,2024-11-04 8:08:49,319.17,Online,Jakarta Barat,3173,0,None,0.2783,30.0,train
E-TX000746-RECEIVES_IN_REGION,REC:REC-0017,GEO:3173,RecipientAccount,GeoRegion,RECEIVES_IN_REGION,TX000746,2024-11-04 8:08:49,319.17,Online,Jakarta Barat,3173,0,None,0.2783,30.0,train
E-TX000747-TRANSFER_TO,ACC:AC00110,REC:REC-0119,Account,RecipientAccount,TRANSFER_TO,TX000747,2024-11-04 8:07:22,73.95,ATM,Samarinda,6472,0,None,0.1399,10.0,train
E-TX000747-USES_DEVICE,ACC:AC00110,DEV:D000337,Account,Device,USES_DEVICE,TX000747,2024-11-04 8:07:22,73.95,ATM,Samarinda,6472,0,None,0.1399,10.0,train
E-TX000747-USES_IP,ACC:AC00110,IP:6.204.110.7,Account,IP,USES_IP,TX000747,2024-11-04 8:07:22,73.95,ATM,Samarinda,6472,0,None,0.1399,10.0,train
E-TX000747-PAYS_MERCHANT,ACC:AC00110,MER:M012,Account,Merchant,PAYS_MERCHANT,TX000747,2024-11-04 8:07:22,73.95,ATM,Samarinda,6472,0,None,0.1399,10.0,train
E-TX000747-LOCATED_IN,ACC:AC00110,GEO:6472,Account,GeoRegion,LOCATED_IN,TX000747,2024-11-04 8:07:22,73.95,ATM,Samarinda,6472,0,None,0.1399,10.0,train
E-TX000747-RECEIVES_IN_REGION,REC:REC-0119,GEO:6472,RecipientAccount,GeoRegion,RECEIVES_IN_REGION,TX000747,2024-11-04 8:07:22,73.95,ATM,Samarinda,6472,0,None,0.1399,10.0,train
E-TX000748-TRANSFER_TO,ACC:AC00257,REC:REC-0148,Account,RecipientAccount,TRANSFER_TO,TX000748,2024-11-04 8:08:55,389.63,Online,Semarang,3374,0,None,0.2679,30.0,train
E-TX000748-USES_DEVICE,ACC:AC00257,DEV:D000645,Account,Device,USES_DEVICE,TX000748,2024-11-04 8:08:55,389.63,Online,Semarang,3374,0,None,0.2679,30.0,train
E-TX000748-USES_IP,ACC:AC00257,IP:155.140.33.42,Account,IP,USES_IP,TX000748,2024-11-04 8:08:55,389.63,Online,Semarang,3374,0,None,0.2679,30.0,train
E-TX000748-PAYS_MERCHANT,ACC:AC00257,MER:M100,Account,Merchant,PAYS_MERCHANT,TX000748,2024-11-04 8:08:55,389.63,Online,Semarang,3374,0,None,0.2679,30.0,train
E-TX000748-LOCATED_IN,ACC:AC00257,GEO:3374,Account,GeoRegion,LOCATED_IN,TX000748,2024-11-04 8:08:55,389.63,Online,Semarang,3374,0,None,0.2679,30.0,train
E-TX000748-RECEIVES_IN_REGION,REC:REC-0148,GEO:3374,RecipientAccount,GeoRegion,RECEIVES_IN_REGION,TX000748,2024-11-04 8:08:55,389.63,Online,Semarang,3374,0,None,0.2679,30.0,train
E-TX000749-TRANSFER_TO,ACC:AC00145,REC:REC-0145,Account,RecipientAccount,TRANSFER_TO,TX000749,2024-11-04 8:10:08,217.61,ATM,Jakarta Pusat,3171,0,None,0.1657,20.0,train
E-TX000749-USES_DEVICE,ACC:AC00145,DEV:D000172,Account,Device,USES_DEVICE,TX000749,2024-11-04 8:10:08,217.61,ATM,Jakarta Pusat,3171,0,None,0.1657,20.0,train
E-TX000749-USES_IP,ACC:AC00145,IP:216.32.4.105,Account,IP,USES_IP,TX000749,2024-11-04 8:10:08,217.61,ATM,Jakarta Pusat,3171,0,None,0.1657,20.0,train
E-TX000749-PAYS_MERCHANT,ACC:AC00145,MER:M025,Account,Merchant,PAYS_MERCHANT,TX000749,2024-11-04 8:10:08,217.61,ATM,Jakarta Pusat,3171,0,None,0.1657,20.0,train
E-TX000749-LOCATED_IN,ACC:AC00145,GEO:3171,Account,GeoRegion,LOCATED_IN,TX000749,2024-11-04 8:10:08,217.61,ATM,Jakarta Pusat,3171,0,None,0.1657,20.0,train
E-TX000749-RECEIVES_IN_REGION,REC:REC-0145,GEO:3171,RecipientAccount,GeoRegion,RECEIVES_IN_REGION,TX000749,2024-11-04 8:10:08,217.61,ATM,Jakarta Pusat,3171,0,None,0.1657,20.0,train
E-TX000750-TRANSFER_TO,ACC:AC00455,REC:REC-0233,Account,RecipientAccount,TRANSFER_TO,TX000750,2024-11-04 8:09:14,199.84,ATM,Tangerang,3603,0,None,0.3927,50.0,train
E-TX000750-USES_DEVICE,ACC:AC00455,DEV:D000330,Account,Device,USES_DEVICE,TX000750,2024-11-04 8:09:14,199.84,ATM,Tangerang,3603,0,None,0.3927,50.0,train
E-TX000750-USES_IP,ACC:AC00455,IP:48.19.99.211,Account,IP,USES_IP,TX000750,2024-11-04 8:09:14,199.84,ATM,Tangerang,3603,0,None,0.3927,50.0,train
E-TX000750-PAYS_MERCHANT,ACC:AC00455,MER:M082,Account,Merchant,PAYS_MERCHANT,TX000750,2024-11-04 8:09:14,199.84,ATM,Tangerang,3603,0,None,0.3927,50.0,train
E-TX000750-LOCATED_IN,ACC:AC00455,GEO:3603,Account,GeoRegion,LOCATED_IN,TX000750,2024-11-04 8:09:14,199.84,ATM,Tangerang,3603,0,None,0.3927,50.0,train
E-TX000750-RECEIVES_IN_REGION,REC:REC-0233,GEO:3603,RecipientAccount,GeoRegion,RECEIVES_IN_REGION,TX000750,2024-11-04 8:09:14,199.84,ATM,Tangerang,3603,0,None,0.3927,50.0,train
E-TX000751-TRANSFER_TO,ACC:AC00282,REC:REC-0037,Account,RecipientAccount,TRANSFER_TO,TX000751,2024-11-04 8:07:36,56.35,ATM,Palu,7271,0,None,0.0953,10.0,validation
E-TX000751-USES_DEVICE,ACC:AC00282,DEV:D000266,Account,Device,USES_DEVICE,TX000751,2024-11-04 8:07:36,56.35,ATM,Palu,7271,0,None,0.0953,10.0,validation
E-TX000751-USES_IP,ACC:AC00282,IP:166.79.195.157,Account,IP,USES_IP,TX000751,2024-11-04 8:07:36,56.35,ATM,Palu,7271,0,None,0.0953,10.0,validation
E-TX000751-PAYS_MERCHANT,ACC:AC00282,MER:M033,Account,Merchant,PAYS_MERCHANT,TX000751,2024-11-04 8:07:36,56.35,ATM,Palu,7271,0,None,0.0953,10.0,validation
E-TX000751-LOCATED_IN,ACC:AC00282,GEO:7271,Account,GeoRegion,LOCATED_IN,TX000751,2024-11-04 8:07:36,56.35,ATM,Palu,7271,0,None,0.0953,10.0,validation
E-TX000751-RECEIVES_IN_REGION,REC:REC-0037,GEO:7271,RecipientAccount,GeoRegion,RECEIVES_IN_REGION,TX000751,2024-11-04 8:07:36,56.35,ATM,Palu,7271,0,None,0.0953,10.0,validation
E-TX000752-TRANSFER_TO,ACC:AC00045,REC:REC-0120,Account,RecipientAccount,TRANSFER_TO,TX000752,2024-11-04 8:09:32,248.95,Branch,Pontianak,6171,0,None,0.1675,20.0,train
E-TX000752-USES_DEVICE,ACC:AC00045,DEV:D000454,Account,Device,USES_DEVICE,TX000752,2024-11-04 8:09:32,248.95,Branch,Pontianak,6171,0,None,0.1675,20.0,train
E-TX000752-USES_IP,ACC:AC00045,IP:38.210.156.148,Account,IP,USES_IP,TX000752,2024-11-04 8:09:32,248.95,Branch,Pontianak,6171,0,None,0.1675,20.0,train
E-TX000752-PAYS_MERCHANT,ACC:AC00045,MER:M068,Account,Merchant,PAYS_MERCHANT,TX000752,2024-11-04 8:09:32,248.95,Branch,Pontianak,6171,0,None,0.1675,20.0,train
E-TX000752-LOCATED_IN,ACC:AC00045,GEO:6171,Account,GeoRegion,LOCATED_IN,TX000752,2024-11-04 8:09:32,248.95,Branch,Pontianak,6171,0,None,0.1675,20.0,train
E-TX000752-RECEIVES_IN_REGION,REC:REC-0120,GEO:6171,RecipientAccount,GeoRegion,RECEIVES_IN_REGION,TX000752,2024-11-04 8:09:32,248.95,Branch,Pontianak,6171,0,None,0.1675,20.0,train
E-TX000753-TRANSFER_TO,ACC:AC00390,REC:REC-0136,Account,RecipientAccount,TRANSFER_TO,TX000753,2024-11-04 8:06:46,142.58,ATM,Surakarta,3372,0,None,0.2296,30.0,train
E-TX000753-USES_DEVICE,ACC:AC00390,DEV:D000647,Account,Device,USES_DEVICE,TX000753,2024-11-04 8:06:46,142.58,ATM,Surakarta,3372,0,None,0.2296,30.0,train
E-TX000753-USES_IP,ACC:AC00390,IP:139.23.212.102,Account,IP,USES_IP,TX000753,2024-11-04 8:06:46,142.58,ATM,Surakarta,3372,0,None,0.2296,30.0,train
