NodeID,NodeType,TxCount,FraudTxCount,TotalAmount,AvgRiskScore,MaxRuleRiskScore,UniqueAccounts,PrimaryLocation,Split,OutDegree,InDegree,FraudRelatedLabel,FraudRingLabel_Seed,GraphRiskScore_Seed
DEV:D000036,Device,2,0,179.70999999999998,0.0932,10.0,2,Ambon,train,0,2,0,0,0.0713
DEV:D000037,Device,8,0,2813.66,0.28326250000000003,55.0,8,Bandung,train,0,8,0,0,0.2358
DEV:D000038,Device,7,0,1229.71,0.23814285714285716,60.0,7,Ambon,train,0,7,0,0,0.201
DEV:D000039,Device,5,1,1228.74,0.50918,70.0,5,Jakarta Utara,train,0,5,1,0,0.38
DEV:D000040,Device,1,0,95.75,0.0825,10.0,1,Denpasar,train,0,1,0,0,0.0554
DEV:D000041,Device,4,0,1276.69,0.15785,20.0,4,Balikpapan,train,0,4,0,0,0.1268
DEV:D000042,Device,6,0,1907.57,0.20543333333333333,30.0,5,Ambon,train,0,5,0,0,0.163
DEV:D000043,Device,4,0,1031.25,0.141675,20.0,4,Batam,train,0,4,0,0,0.1179
DEV:D000044,Device,6,0,1572.1599999999999,0.30424999999999996,60.0,6,Denpasar,train,0,6,0,0,0.2273
DEV:D000045,Device,5,0,1681.8,0.26253333333333334,50.0,5,Bogor,train,0,5,0,0,0.1944
DEV:D000046,Device,8,0,2048.82,0.2796375,60.0,8,Bandung,train,0,8,0,0,0.2338
DEV:D000047,Device,4,0,489.62,0.198775,40.0,4,Banjarmasin,train,0,4,0,0,0.1493
DEV:D000048,Device,2,0,304.84999999999997,0.12789999999999999,20.0,2,Banjarmasin,train,0,2,0,0,0.0903
DEV:D000049,Device,1,0,186.55,0.1969,20.0,1,Ambon,train,0,1,0,0,0.1183
DEV:D000050,Device,5,0,1712.45,0.24362,45.0,5,Ambon,train,0,5,0,0,0.184
DEV:D000051,Device,5,0,1482.65,0.35012,65.0,5,Jakarta Utara,train,0,5,0,0,0.2426
DEV:D000052,Device,4,1,1048.8400000000001,0.266775,75.0,4,Jambi,train,0,4,1,0,0.2367
DEV:D000053,Device,3,0,255.7,0.39253333333333335,50.0,3,Ambon,train,0,3,0,0,0.2459
DEV:D000054,Device,4,0,1254.1,0.260875,55.0,4,Banjarmasin,test,0,4,0,0,0.1835
DEV:D000055,Device,2,0,255.82999999999998,0.07915,10.0,2,Jakarta Barat,train,0,2,0,0,0.0635
DEV:D000056,Device,5,1,3017.25,0.39778,55.0,4,Pekanbaru,train,0,4,1,0,0.3088
DEV:D000057,Device,4,1,1977.8999999999999,0.226925,55.0,4,Banjarmasin,train,0,4,1,0,0.2148
DEV:D000058,Device,6,0,2229.71,0.23616666666666666,30.0,6,Bandung,train,0,6,0,0,0.1899
DEV:D000059,Device,5,0,636.46,0.28714,60.0,5,Semarang,train,0,5,0,0,0.2079
DEV:D000060,Device,2,0,324.78000000000003,0.0939,10.0,2,Balikpapan,train,0,2,0,0,0.0716
DEV:D000061,Device,3,1,807.9,0.3440666666666667,55.0,3,Jakarta Pusat,train,0,3,1,0,0.2692
DEV:D000062,Device,1,0,36.74,0.0651,10.0,1,Jakarta Barat,train,0,1,0,0,0.0458
DEV:D000063,Device,4,0,978.8399999999999,0.24788000000000002,40.0,4,Palu,test,0,4,0,0,0.1763
DEV:D000064,Device,2,0,163.48000000000002,0.20329999999999998,35.0,2,Mataram,train,0,2,0,0,0.1318
DEV:D000065,Device,2,0,30.669999999999998,0.14734999999999998,20.0,2,Jayapura,train,0,2,0,0,0.101
DEV:D000066,Device,4,0,830.66,0.12367500000000001,20.0,4,Jambi,train,0,4,0,0,0.108
DEV:D000067,Device,2,0,932.49,0.0832,10.0,2,Banda Aceh,train,0,2,0,0,0.0658
DEV:D000068,Device,2,0,285.27,0.16335,20.0,2,Jayapura,train,0,2,0,0,0.1098
DEV:D000069,Device,5,0,1100.97,0.31416,60.0,5,Jakarta Barat,test,0,5,0,0,0.2228
DEV:D000070,Device,4,0,2352.75,0.15480000000000002,35.0,4,Jakarta Selatan,test,0,4,0,0,0.1251
DEV:D000071,Device,1,0,48.78,0.0659,10.0,1,Samarinda,test,0,1,0,0,0.0462
DEV:D000072,Device,5,1,2795.63,0.37358,70.0,5,Banjarmasin,test,0,5,1,0,0.3055
DEV:D000073,Device,7,0,3281.5,0.2986125,65.0,7,Banjarmasin,train,0,7,0,0,0.2342
DEV:D000074,Device,5,0,1915.7599999999998,0.2419,50.0,5,Bengkulu,train,0,5,0,0,0.183
DEV:D000075,Device,4,0,899.9,0.13325,20.0,4,Jakarta Pusat,validation,0,4,0,0,0.1133
DEV:D000076,Device,4,0,992.56,0.368925,60.0,4,Jakarta Timur,test,0,4,0,0,0.2429
DEV:D000077,Device,4,0,2528.92,0.395775,65.0,4,Bekasi,train,0,4,0,0,0.2577
DEV:D000078,Device,5,0,1411.86,0.25898333333333334,55.0,5,Pontianak,train,0,5,0,0,0.1924
DEV:D000079,Device,6,1,1031.37,0.3723666666666667,80.0,6,Batam,test,0,6,1,0,0.3148
DEV:D000080,Device,2,0,413.75,0.0819,10.0,2,Semarang,train,0,2,0,0,0.065
DEV:D000081,Device,3,0,419.5,0.2692,50.0,3,Jakarta Pusat,train,0,3,0,0,0.1781
DEV:D000082,Device,6,0,426.44,0.18603333333333336,30.0,6,Banda Aceh,train,0,6,0,0,0.1623
DEV:D000083,Device,5,0,818.79,0.27749999999999997,55.0,5,Jakarta Utara,train,0,5,0,0,0.2026
DEV:D000084,Device,3,0,333.8,0.12573333333333334,20.0,3,Bengkulu,train,0,3,0,0,0.0992
DEV:D000086,Device,2,0,391.49,0.1407,10.0,2,Sorong,train,0,2,0,0,0.0974
DEV:D000087,Device,1,0,554.15,0.0746,10.0,1,Mataram,train,0,1,0,0,0.051
DEV:D000088,Device,5,0,924.28,0.25102,30.0,5,Jakarta Pusat,train,0,5,0,0,0.1881
DEV:D000089,Device,2,0,207.89999999999998,0.14100000000000001,20.0,2,Bekasi,test,0,2,0,0,0.0976
DEV:D000090,Device,2,0,434.22999999999996,0.21065,40.0,2,Padang,train,0,2,0,0,0.1359
DEV:D000091,Device,3,0,827.82,0.11416666666666668,20.0,3,Kendari,train,0,3,0,0,0.0928
DEV:D000092,Device,4,1,787.41,0.277825,75.0,4,Jakarta Utara,train,0,4,1,0,0.2428
DEV:D000093,Device,1,0,147.62,0.185,20.0,1,Palu,train,0,1,0,0,0.1118
DEV:D000094,Device,2,0,330.78,0.18095,40.0,2,Banda Aceh,train,0,2,0,0,0.1195
DEV:D000095,Device,5,1,1252.16,0.39836,85.0,5,Tangerang Selatan,train,0,5,1,0,0.3191
DEV:D000096,Device,4,0,2045.13,0.2231,55.0,4,Bandung,train,0,4,0,0,0.1627
DEV:D000097,Device,5,0,1042.97,0.26095999999999997,60.0,5,Bandar Lampung,train,0,5,0,0,0.1935
DEV:D000098,Device,5,1,2450.49,0.46848,70.0,5,Bengkulu,train,0,5,1,0,0.3577
DEV:D000099,Device,5,0,949.88,0.44548,70.0,5,Jambi,train,0,5,0,0,0.295
DEV:D000100,Device,4,0,2128.38,0.109425,20.0,4,Bandar Lampung,train,0,4,0,0,0.1002
DEV:D000101,Device,6,0,1684.12,0.27215,60.0,6,Denpasar,train,0,6,0,0,0.2097
DEV:D000102,Device,5,0,1702.02,0.2238,30.0,5,Jakarta Utara,train,0,5,0,0,0.1731
DEV:D000103,Device,5,0,2373.33,0.23973999999999998,50.0,5,Banjarmasin,train,0,5,0,0,0.1819
DEV:D000104,Device,2,0,626.45,0.14185,20.0,2,Bekasi,test,0,2,0,0,0.098
DEV:D000105,Device,5,1,1671.06,0.28525999999999996,70.0,5,Jakarta Barat,train,0,5,1,0,0.2569
DEV:D000106,Device,3,0,1913.6100000000001,0.1738666666666667,35.0,3,Bengkulu,train,0,3,0,0,0.1256
DEV:D000107,Device,2,0,835.36,0.09225,20.0,2,Balikpapan,train,0,2,0,0,0.0707
DEV:D000108,Device,5,0,1641.27,0.12808,30.0,4,Banjarmasin,train,0,4,0,0,0.1104
DEV:D000109,Device,3,0,702.51,0.209,50.0,3,Jakarta Utara,train,0,3,0,0,0.145
DEV:D000110,Device,6,0,1479.6100000000001,0.17783333333333332,30.0,6,Banda Aceh,test,0,6,0,0,0.1578
DEV:D000111,Device,3,0,1140.94,0.3191333333333333,50.0,3,Denpasar,train,0,3,0,0,0.2055
DEV:D000112,Device,6,1,953.25,0.5059,100.0,6,Batam,train,0,6,1,0,0.3882
DEV:D000113,Device,5,0,2410.08,0.30714,55.0,5,Bogor,train,0,5,0,0,0.2189
DEV:D000114,Device,2,0,1004.24,0.2397,40.0,2,Mataram,test,0,2,0,0,0.1518
DEV:D000115,Device,3,0,822.92,0.15383333333333335,20.0,3,Jakarta Utara,train,0,3,0,0,0.1146
DEV:D000116,Device,4,1,1187.8799999999999,0.36229999999999996,75.0,4,Banjarmasin,train,0,4,1,0,0.2893
DEV:D000117,Device,3,1,1851.51,0.3178,60.0,3,Ambon,train,0,3,1,0,0.2548
DEV:D000118,Device,2,0,203.64,0.11495,20.0,2,Bengkulu,train,0,2,0,0,0.0832
DEV:D000119,Device,5,1,1460.44,0.51506,90.0,5,Jakarta Timur,train,0,5,1,0,0.3833
DEV:D000120,Device,2,0,1016.37,0.0879,10.0,2,Jakarta Utara,train,0,2,0,0,0.0683
DEV:D000121,Device,1,0,5.29,0.3214,40.0,1,Pontianak,train,0,1,0,0,0.1868
DEV:D000122,Device,4,0,557.3499999999999,0.17170000000000002,30.0,4,Bandung,train,0,4,0,0,0.1344
DEV:D000123,Device,3,1,417.20000000000005,0.3488,90.0,3,Kendari,train,0,3,1,0,0.2718
DEV:D000124,Device,2,0,797.6800000000001,0.11825000000000001,20.0,2,Jambi,train,0,2,0,0,0.085
DEV:D000125,Device,2,0,839.5799999999999,0.18995,20.0,2,Bogor,train,0,2,0,0,0.1245
DEV:D000126,Device,1,0,295.18,0.1944,20.0,1,Tangerang,train,0,1,0,0,0.1169
DEV:D000127,Device,3,0,730.94,0.2709333333333333,45.0,3,Jakarta Pusat,train,0,3,0,0,0.179
DEV:D000128,Device,6,0,1327.95,0.25805,55.0,6,Samarinda,train,0,6,0,0,0.2019
DEV:D000129,Device,8,2,2589.01,0.5163375,90.0,8,Semarang,train,0,8,1,0,0.464
DEV:D000130,Device,1,0,166.68,0.1916,20.0,1,Semarang,train,0,1,0,0,0.1154
DEV:D000131,Device,1,0,363.53,0.1036,10.0,1,Samarinda,test,0,1,0,0,0.067
DEV:D000132,Device,3,0,391.8,0.12933333333333333,20.0,3,Jayapura,train,0,3,0,0,0.1011
DEV:D000133,Device,7,0,1690.68,0.22282857142857143,65.0,7,Tangerang Selatan,train,0,7,0,0,0.1926
DEV:D000134,Device,3,0,561.74,0.19076666666666667,20.0,3,Bandung,train,0,3,0,0,0.1349
DEV:D000135,Device,3,0,644.54,0.26303333333333334,50.0,3,Jakarta Timur,train,0,3,0,0,0.1747
DEV:D000136,Device,3,0,867.94,0.17643333333333333,20.0,3,Banjarmasin,train,0,3,0,0,0.127
DEV:D000137,Device,6,0,1859.85,0.2578,55.0,6,Samarinda,train,0,6,0,0,0.2018
DEV:D000138,Device,3,0,538.03,0.26113333333333333,50.0,3,Jakarta Timur,train,0,3,0,0,0.1736
DEV:D000139,Device,4,1,1811.3799999999999,0.252675,60.0,4,Banda Aceh,train,0,4,1,0,0.229
DEV:D000140,Device,4,0,419.11,0.113875,20.0,4,Balikpapan,test,0,4,0,0,0.1026
DEV:D000141,Device,5,0,1953.38,0.25156,50.0,5,Batam,train,0,5,0,0,0.1884
DEV:D000142,Device,8,0,1926.76,0.234575,30.0,8,Banda Aceh,train,0,8,0,0,0.209
DEV:D000143,Device,1,0,256.8,0.1412,20.0,1,Palu,train,0,1,0,0,0.0877
DEV:D000144,Device,3,0,1279.23,0.23513333333333333,50.0,3,Palu,train,0,3,0,0,0.1593
DEV:D000145,Device,4,0,1272.6,0.24872499999999997,45.0,4,Ambon,train,0,4,0,0,0.1768
DEV:D000146,Device,3,0,837.83,0.15613333333333332,20.0,3,Semarang,train,0,3,0,0,0.1159
DEV:D000147,Device,3,0,1454.1,0.18206666666666668,25.0,3,Jakarta Selatan,train,0,3,0,0,0.1301
DEV:D000148,Device,1,0,281.85,0.094,10.0,1,Jakarta Timur,validation,0,1,0,0,0.0617
DEV:D000149,Device,5,0,1508.28,0.24634,55.0,5,Denpasar,test,0,5,0,0,0.1855
DEV:D000150,Device,6,1,1390.88,0.3017166666666667,75.0,6,Makassar,test,0,6,1,0,0.2759
DEV:D000151,Device,3,0,1150.38,0.22879999999999998,45.0,3,Batam,train,0,3,0,0,0.1558
DEV:D000152,Device,1,0,59.32,0.3304,40.0,1,Denpasar,train,0,1,0,0,0.1917
DEV:D000153,Device,4,1,2116.18,0.4012,55.0,4,Tangerang Selatan,train,0,4,1,0,0.3107
DEV:D000154,Device,3,0,1275.4099999999999,0.19653333333333334,45.0,3,Balikpapan,train,0,3,0,0,0.1381
DEV:D000156,Device,3,0,589.73,0.18446666666666667,35.0,3,Jakarta Selatan,train,0,3,0,0,0.1315
DEV:D000157,Device,2,0,399.83,0.16765000000000002,20.0,2,Jakarta Pusat,train,0,2,0,0,0.1122
DEV:D000158,Device,4,0,487.36,0.12392500000000001,20.0,4,Ambon,train,0,4,0,0,0.1082
DEV:D000159,Device,5,0,2934.95,0.35082,75.0,5,Bogor,train,0,5,0,0,0.243
DEV:D000160,Device,4,0,843.43,0.195425,50.0,4,Depok,train,0,4,0,0,0.1475
DEV:D000162,Device,5,2,1313.34,0.46448,60.0,4,Banda Aceh,train,0,4,1,0,0.3955
DEV:D000163,Device,3,0,950.98,0.2720666666666667,60.0,3,Bandung,train,0,3,0,0,0.1796
DEV:D000164,Device,5,1,1155.84,0.3106,80.0,5,Bandung,train,0,5,1,0,0.2708
DEV:D000165,Device,5,0,991.1700000000001,0.17804,30.0,5,Ambon,train,0,5,0,0,0.1479
DEV:D000166,Device,2,0,943.0,0.41835,50.0,2,Ambon,train,0,2,0,0,0.2501
DEV:D000167,Device,3,0,1260.73,0.1723,35.0,3,Banjarmasin,test,0,3,0,0,0.1248
DEV:D000168,Device,4,0,547.6,0.172825,50.0,4,Bandar Lampung,train,0,4,0,0,0.1351
DEV:D000169,Device,2,0,524.11,0.14915,20.0,2,Kupang,train,0,2,0,0,0.102
DEV:D000170,Device,3,0,1027.45,0.15683333333333335,35.0,3,Bengkulu,train,0,3,0,0,0.1163
DEV:D000171,Device,3,0,755.36,0.1634,40.0,3,Bandung,train,0,3,0,0,0.1199
DEV:D000172,Device,5,0,1296.9,0.23529999999999998,30.0,5,Surakarta,train,0,5,0,0,0.1794
DEV:D000173,Device,1,0,444.89,0.3254,40.0,1,Balikpapan,train,0,1,0,0,0.189
DEV:D000174,Device,3,1,1568.3400000000001,0.3846333333333333,65.0,3,Bandung,train,0,3,1,0,0.2915
DEV:D000175,Device,4,0,1105.95,0.260225,50.0,4,Banjarmasin,test,0,4,0,0,0.1831
DEV:D000176,Device,3,0,543.21,0.19123333333333334,30.0,3,Jakarta Utara,train,0,3,0,0,0.1352
DEV:D000177,Device,2,0,164.23,0.1363,20.0,2,Bandar Lampung,train,0,2,0,0,0.095
DEV:D000178,Device,1,0,644.17,0.0528,10.0,1,Surakarta,validation,0,1,0,0,0.039
DEV:D000179,Device,4,0,377.6,0.22825,40.0,4,Pekanbaru,train,0,4,0,0,0.1655
DEV:D000180,Device,4,0,1102.85,0.11564999999999999,20.0,4,Bekasi,train,0,4,0,0,0.1036
DEV:D000181,Device,4,0,1758.0800000000002,0.2564,55.0,4,Tangerang,train,0,4,0,0,0.181
DEV:D000182,Device,4,0,686.31,0.19225,40.0,4,Denpasar,train,0,4,0,0,0.1457
DEV:D000183,Device,6,0,2431.56,0.22936666666666664,55.0,6,Banjarmasin,train,0,6,0,0,0.1862
DEV:D000184,Device,5,0,1040.95,0.27036,50.0,5,Banjarmasin,train,0,5,0,0,0.1987
DEV:D000185,Device,3,0,1020.69,0.13453333333333334,20.0,3,Pontianak,train,0,3,0,0,0.104
DEV:D000187,Device,5,0,520.75,0.20436,40.0,5,Jakarta Utara,train,0,5,0,0,0.1624
DEV:D000188,Device,2,0,331.44,0.12705,20.0,2,Banjarmasin,validation,0,2,0,0,0.0899
DEV:D000189,Device,2,0,855.8499999999999,0.22749999999999998,40.0,2,Banjarmasin,validation,0,2,0,0,0.1451
DEV:D000190,Device,1,0,556.04,0.2797,30.0,1,Palembang,train,0,1,0,0,0.1638
DEV:D000191,Device,5,2,3078.56,0.4066599999999999,65.0,5,Banjarmasin,train,0,5,1,0,0.3737
DEV:D000192,Device,1,0,25.36,0.1501,20.0,1,Jambi,test,0,1,0,0,0.0926
DEV:D000193,Device,6,0,1388.06,0.19941666666666666,30.0,6,Padang,test,0,6,0,0,0.1697
DEV:D000194,Device,2,0,153.22,0.048049999999999995,10.0,2,Ambon,train,0,2,0,0,0.0464
DEV:D000195,Device,7,0,1359.83,0.2615571428571429,60.0,7,Ambon,train,0,7,0,0,0.2139
DEV:D000196,Device,4,0,1699.44,0.169525,45.0,4,Denpasar,train,0,4,0,0,0.1332
DEV:D000197,Device,2,0,355.24,0.14215,20.0,2,Jakarta Barat,test,0,2,0,0,0.0982
DEV:D000198,Device,5,0,2748.67,0.20826000000000003,35.0,5,Malang,train,0,5,0,0,0.1645
DEV:D000199,Device,4,0,1350.0,0.22412500000000002,40.0,4,Palangka Raya,train,0,4,0,0,0.1633
DEV:D000200,Device,2,0,1338.62,0.15605,20.0,2,Jakarta Utara,train,0,2,0,0,0.1058
DEV:D000201,Device,3,0,787.12,0.12813333333333335,20.0,3,Banda Aceh,train,0,3,0,0,0.1005
DEV:D000202,Device,7,0,3031.52,0.3098,65.0,7,Ambon,validation,0,7,0,0,0.2404
DEV:D000203,Device,9,0,3009.44,0.2664888888888889,50.0,9,Ambon,train,0,9,0,0,0.2366
DEV:D000204,Device,2,0,1181.6799999999998,0.20815,35.0,2,Jakarta Barat,test,0,2,0,0,0.1345
DEV:D000205,Device,3,0,1530.96,0.1384,20.0,2,Bandar Lampung,train,0,2,0,0,0.0961
DEV:D000206,Device,3,0,1570.11,0.14615,20.0,3,Palangka Raya,train,0,3,0,0,0.1104
DEV:D000207,Device,3,0,988.62,0.24006666666666665,50.0,3,Jakarta Utara,train,0,3,0,0,0.162
DEV:D000208,Device,3,1,2417.8500000000004,0.34,60.0,3,Malang,train,0,3,1,0,0.267
DEV:D000209,Device,2,0,943.8199999999999,0.3217,55.0,2,Bandung,train,0,2,0,0,0.1969
DEV:D000210,Device,4,0,1490.41,0.17867499999999997,40.0,4,Balikpapan,train,0,4,0,0,0.1383
DEV:D000211,Device,8,0,1313.65,0.2507125,60.0,7,Bengkulu,train,0,7,0,0,0.2079
DEV:D000213,Device,2,0,126.58,0.1807,20.0,2,Jakarta Utara,train,0,2,0,0,0.1194
DEV:D000214,Device,8,1,998.04,0.35975,85.0,8,Bandung,train,0,8,1,0,0.3279
DEV:D000215,Device,6,0,1601.3799999999999,0.4102666666666666,65.0,6,Denpasar,train,0,6,0,0,0.2856
DEV:D000216,Device,5,1,1970.4,0.4090833333333333,70.0,5,Jakarta Selatan,train,0,5,1,0,0.325
DEV:D000217,Device,5,0,2101.49,0.22266,30.0,5,Jakarta Timur,train,0,5,0,0,0.1725
DEV:D000218,Device,5,0,1203.51,0.19726,30.0,5,Bekasi,validation,0,5,0,0,0.1585
DEV:D000219,Device,4,0,448.4,0.167725,20.0,4,Jakarta Utara,train,0,4,0,0,0.1322
DEV:D000220,Device,4,0,2452.7400000000002,0.1876,30.0,4,Ambon,train,0,4,0,0,0.1432
DEV:D000221,Device,6,0,1629.68,0.24608333333333332,50.0,6,Makassar,validation,0,6,0,0,0.1953
DEV:D000222,Device,2,0,164.95,0.157,30.0,2,Jambi,train,0,2,0,0,0.1064
DEV:D000223,Device,2,0,1156.81,0.1322,20.0,2,Balikpapan,test,0,2,0,0,0.0927
DEV:D000224,Device,2,0,538.64,0.1275,20.0,2,Jakarta Barat,train,0,2,0,0,0.0901
DEV:D000225,Device,5,0,2036.11,0.19384,30.0,5,Bogor,train,0,5,0,0,0.1566
DEV:D000226,Device,3,0,462.43,0.219,40.0,3,Palangka Raya,train,0,3,0,0,0.1505
DEV:D000227,Device,4,1,1727.8400000000001,0.2323,60.0,4,Ambon,train,0,4,1,0,0.2178
DEV:D000228,Device,4,0,1054.6,0.16745,45.0,4,Jakarta Barat,train,0,4,0,0,0.1321
DEV:D000229,Device,2,0,1132.14,0.20820000000000002,30.0,2,Jayapura,validation,0,2,0,0,0.1345
DEV:D000230,Device,2,0,601.51,0.3452,40.0,2,Bekasi,train,0,2,0,0,0.2099
DEV:D000231,Device,3,1,1385.36,0.34876666666666667,70.0,3,Depok,test,0,3,1,0,0.2718
DEV:D000232,Device,7,0,1853.55,0.2937625,70.0,7,Tangerang Selatan,train,0,7,0,0,0.2316
DEV:D000233,Device,2,0,1343.0,0.07250000000000001,10.0,2,Depok,train,0,2,0,0,0.0599
DEV:D000234,Device,2,2,1446.85,0.76615,90.0,2,Jakarta Utara,test,0,2,1,0,0.5414
DEV:D000235,Device,5,0,1141.68,0.2832,60.0,5,Bandung,train,0,5,0,0,0.2058
DEV:D000236,Device,5,0,309.78999999999996,0.29148,50.0,5,Batam,train,0,5,0,0,0.2103
DEV:D000237,Device,1,0,422.9,0.0823,10.0,1,Jakarta Barat,validation,0,1,0,0,0.0553
DEV:D000238,Device,3,0,1096.17,0.32706666666666667,50.0,3,Banda Aceh,train,0,3,0,0,0.2099
DEV:D000239,Device,4,0,634.89,0.1699,20.0,4,Bengkulu,test,0,4,0,0,0.1334
DEV:D000240,Device,1,0,108.96,0.1721,20.0,1,Batam,train,0,1,0,0,0.1047
DEV:D000241,Device,4,0,367.68999999999994,0.17165,35.0,4,Banda Aceh,train,0,4,0,0,0.1344
DEV:D000242,Device,4,0,1034.13,0.16217499999999999,40.0,4,Batam,test,0,4,0,0,0.1292
DEV:D000243,Device,4,0,1502.4299999999998,0.104775,10.0,4,Ambon,train,0,4,0,0,0.0976
DEV:D000244,Device,5,0,1695.4199999999998,0.29100000000000004,60.0,5,Ambon,validation,0,5,0,0,0.21
DEV:D000245,Device,4,0,1003.3199999999999,0.16855,35.0,4,Tangerang Selatan,train,0,4,0,0,0.1327
DEV:D000246,Device,2,0,2032.75,0.19795,35.0,2,Kendari,test,0,2,0,0,0.1289
DEV:D000247,Device,1,0,284.17,0.1153,10.0,1,Banjarmasin,train,0,1,0,0,0.0734
DEV:D000248,Device,5,0,2407.96,0.28826,55.0,5,Banda Aceh,train,0,5,0,0,0.2085
DEV:D000249,Device,3,0,712.3699999999999,0.10086666666666666,20.0,3,Banjarmasin,train,0,3,0,0,0.0855
DEV:D000250,Device,5,0,1282.3600000000001,0.1722,20.0,5,Batam,train,0,5,0,0,0.1447
DEV:D000251,Device,2,1,1953.17,0.37455,60.0,2,Jakarta Timur,train,0,2,1,0,0.276
DEV:D000252,Device,1,1,589.89,0.6153,60.0,1,Solo,train,0,1,1,0,0.3984
DEV:D000253,Device,3,0,751.0799999999999,0.12276666666666665,20.0,3,Depok,validation,0,3,0,0,0.0975
DEV:D000254,Device,3,0,605.84,0.4177666666666666,60.0,3,Kupang,train,0,3,0,0,0.2598
DEV:D000255,Device,6,1,1732.96,0.5017166666666667,90.0,6,Palangka Raya,train,0,6,1,0,0.3859
DEV:D000256,Device,5,0,2201.74,0.25056,50.0,5,Bengkulu,train,0,5,0,0,0.1878
DEV:D000257,Device,2,0,666.54,0.15165,20.0,2,Jakarta Barat,train,0,2,0,0,0.1034
DEV:D000258,Device,1,0,126.04,0.1686,20.0,1,Palu,train,0,1,0,0,0.1027
DEV:D000259,Device,2,0,293.95,0.14,20.0,2,Manado,train,0,2,0,0,0.097
DEV:D000260,Device,2,0,445.7,0.15025,20.0,2,Jakarta Timur,train,0,2,0,0,0.1026
DEV:D000261,Device,1,0,138.68,0.1204,10.0,1,Tangerang Selatan,train,0,1,0,0,0.0762
DEV:D000263,Device,3,0,1534.99,0.19799999999999998,25.0,3,Jambi,train,0,3,0,0,0.1389
DEV:D000264,Device,7,0,1665.75,0.4527285714285715,60.0,7,Bandar Lampung,train,0,7,0,0,0.319
DEV:D000265,Device,1,0,112.94,0.1834,20.0,1,Surakarta,train,0,1,0,0,0.1109
DEV:D000266,Device,4,0,610.56,0.1679,20.0,3,Bogor,test,0,3,0,0,0.1223
DEV:D000268,Device,5,0,663.63,0.31122,60.0,5,Balikpapan,train,0,5,0,0,0.2212
DEV:D000269,Device,6,0,1714.65,0.21331666666666668,30.0,6,Batam,train,0,6,0,0,0.1773
DEV:D000270,Device,5,0,855.36,0.13834,20.0,4,Bekasi,train,0,4,0,0,0.1161
DEV:D000271,Device,5,0,1353.75,0.22576000000000002,50.0,5,Bandung,train,0,5,0,0,0.1742
DEV:D000272,Device,2,0,530.79,0.0906,10.0,2,Balikpapan,train,0,2,0,0,0.0698
DEV:D000273,Device,5,0,847.5,0.21992000000000003,30.0,5,Bogor,train,0,5,0,0,0.171
DEV:D000274,Device,5,0,1106.97,0.24994,50.0,5,Ambon,train,0,5,0,0,0.1875
DEV:D000275,Device,3,0,513.27,0.054833333333333324,10.0,3,Ambon,test,0,3,0,0,0.0602
DEV:D000276,Device,3,1,1248.41,0.42073333333333335,70.0,3,Jakarta Barat,train,0,3,1,0,0.3114
DEV:D000277,Device,5,0,1673.91,0.29504,60.0,5,Banda Aceh,train,0,5,0,0,0.2123
DEV:D000278,Device,2,0,786.78,0.1497,20.0,2,Manado,train,0,2,0,0,0.1023
DEV:D000279,Device,3,0,985.45,0.20663333333333334,40.0,3,Balikpapan,train,0,3,0,0,0.1436
DEV:D000280,Device,7,0,2276.79,0.2525142857142857,55.0,7,Depok,train,0,7,0,0,0.2089
DEV:D000281,Device,7,0,3573.25,0.2538857142857143,60.0,7,Samarinda,train,0,7,0,0,0.2096
DEV:D000282,Device,4,0,2101.0,0.19342499999999999,50.0,4,Kendari,train,0,4,0,0,0.1464
DEV:D000283,Device,4,0,1615.85,0.1157,20.0,4,Bengkulu,train,0,4,0,0,0.1036
DEV:D000284,Device,4,0,1075.51,0.1966,45.0,4,Banda Aceh,train,0,4,0,0,0.1481
DEV:D000285,Device,4,0,967.8299999999999,0.156825,40.0,4,Bandung,train,0,4,0,0,0.1263
DEV:D000286,Device,4,0,1643.24,0.154825,45.0,4,Sorong,train,0,4,0,0,0.1252
DEV:D000287,Device,6,0,664.87,0.20121428571428573,50.0,6,Pontianak,train,0,6,0,0,0.1707
DEV:D000288,Device,4,0,951.47,0.154125,20.0,4,Jakarta Pusat,train,0,4,0,0,0.1248
DEV:D000289,Device,2,0,709.44,0.1063,20.0,2,Solo,validation,0,2,0,0,0.0785
DEV:D000290,Device,6,0,1500.84,0.30346666666666666,60.0,6,Batam,train,0,6,0,0,0.2269
DEV:D000292,Device,4,0,3276.44,0.20648,50.0,4,Ambon,train,0,4,0,0,0.1536
DEV:D000293,Device,3,0,579.59,0.35119999999999996,50.0,3,Banjarmasin,train,0,3,0,0,0.2232
DEV:D000294,Device,4,0,2412.8900000000003,0.293025,55.0,4,Batam,validation,0,4,0,0,0.2012
DEV:D000295,Device,7,0,1109.4499999999998,0.22177142857142856,30.0,7,Medan,train,0,7,0,0,0.192
DEV:D000296,Device,1,0,254.86,0.164,20.0,1,Malang,validation,0,1,0,0,0.1002
DEV:D000297,Device,4,0,714.19,0.266425,50.0,4,Jakarta Pusat,train,0,4,0,0,0.1865
DEV:D000298,Device,1,0,100.27,0.1352,20.0,1,Padang,train,0,1,0,0,0.0844
DEV:D000299,Device,4,0,1646.65,0.22115,50.0,4,Bandung,test,0,4,0,0,0.1616
