TransactionID,AccountID,RecipientAccountID,DeviceID,MerchantID,Split,CustomerAge,TransactionAmount,AccountBalance,TransactionDuration,LoginAttempts,AmountToBalanceRatio,LogTransactionAmount,BalanceAfterTransaction,HoursSincePreviousTransaction,TransactionHour,TransactionDayOfWeek,IsWeekend,IsNightTransaction,IsHighBalanceCashout,IsFastTransaction,IsManyLoginAttempts,ThreatIntelFlagInt,TransactionAmountZScore,RecipientUniqueSendersTotal,RecipientTransactionCountTotal,DeviceUniqueAccountsTotal,IPUniqueAccountsTotal,MerchantTransactionCountTotal,AccountTxCount24h,AccountAmountSum24h,AccountTxCount7d,RecipientUniqueSenders7d,RecipientTxCount7d,DeviceUniqueAccounts7d,IPUniqueAccounts7d,RuleRiskScore,IsFraud,FraudType,AnalystStatus,FraudScore_Probability_Seed,TransactionType_Credit,TransactionType_Debit,Channel_ATM,Channel_Branch,Channel_Online,CustomerOccupation_Doctor,CustomerOccupation_Engineer,CustomerOccupation_Retired,CustomerOccupation_Student,Location_Ambon,Location_Balikpapan,Location_Banda Aceh,Location_Bandar Lampung,Location_Bandung,Location_Banjarmasin,Location_Batam,Location_Bekasi,Location_Bengkulu,Location_Bogor,Location_Denpasar,Location_Depok,Location_Jakarta Barat,Location_Jakarta Pusat,Location_Jakarta Selatan,Location_Jakarta Timur,Location_Jakarta Utara,Location_Jambi,Location_Jayapura,Location_Kendari,Location_Kupang,Location_Makassar,Location_Malang,Location_Manado,Location_Mataram,Location_Medan,Location_Padang,Location_Palangka Raya,Location_Palembang,Location_Palu,Location_Pekanbaru,Location_Pontianak,Location_Samarinda,Location_Semarang,Location_Solo,Location_Sorong,Location_Surabaya,Location_Surakarta,Location_Tangerang,Location_Tangerang Selatan,Location_Yogyakarta,Province_Aceh,Province_Bali,Province_Banten,Province_Bengkulu,Province_DI Yogyakarta,Province_DKI Jakarta,Province_Jambi,Province_Jawa Barat,Province_Jawa Tengah,Province_Jawa Timur,Province_Kalimantan Barat,Province_Kalimantan Selatan,Province_Kalimantan Tengah,Province_Kalimantan Timur,Province_Kepulauan Riau,Province_Lampung,Province_Maluku,Province_Nusa Tenggara Barat,Province_Nusa Tenggara Timur,Province_Papua,Province_Papua Barat Daya,Province_Riau,Province_Sulawesi Selatan,Province_Sulawesi Tengah,Province_Sulawesi Tenggara,Province_Sulawesi Utara,Province_Sumatera Barat,Province_Sumatera Selatan,Province_Sumatera Utara,FraudClassTarget
TX000126,AC00284,REC-0136,D000112,M026,validation,70.0,214.54,11151.53,247.0,1.0,0.019238615687712804,5.373146507168686,10936.99,10982.42,8,0,0,0,0,0,0,1,-0.282777737550578,17,17,6,5,46,6.0,2282.6,6.0,15.0,15.0,5.0,2.0,60.0,0,None,Auto-Approved,0.5039,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Legitimate
TX000127,AC00208,REC-0271,D000042,M081,train,57.0,598.81,1415.52,158.0,1.0,0.423031818695603,6.396612938400003,816.71,10239.360555555555,8,0,0,0,0,0,0,0,1.0386409842223054,8,8,5,7,24,1.0,435.86,1.0,5.0,5.0,3.0,3.0,20.0,0,None,Auto-Approved,0.2116,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Legitimate
TX000128,AC00176,REC-0217,D000276,M083,train,26.0,841.28,1103.64,80.0,1.0,0.7622775542749446,6.73611250053033,262.3600000000001,10862.592222222222,8,0,0,0,0,0,0,1,1.8724411702068244,10,10,3,9,22,1.0,458.94,1.0,7.0,7.0,2.0,5.0,70.0,1,Account Takeover (ATO),Closed-Confirmed Fraud,0.6653,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Account Takeover (ATO)
TX000129,AC00053,REC-0109,D000687,M005,train,26.0,38.15,303.68,108.0,1.0,0.12562565858798735,3.667400422436812,265.53000000000003,10168.000555555556,8,0,0,0,0,0,0,0,-0.8893435593256814,10,10,4,7,31,1.0,24.77,1.0,4.0,4.0,1.0,1.0,20.0,0,None,Auto-Approved,0.159,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Legitimate
TX000130,AC00320,REC-0277,D000015,M062,validation,58.0,1036.66,5541.57,144.0,1.0,0.18706972933663207,6.944723457082125,4504.91,11559.491944444444,8,0,0,0,0,0,0,0,2.5443093614785504,12,13,4,7,29,4.0,561.56,4.0,4.0,4.0,1.0,3.0,35.0,0,None,Auto-Approved,0.2718,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Legitimate
TX000131,AC00382,REC-0103,D000118,M004,train,33.0,124.72,6309.8,105.0,1.0,0.019766078164125647,4.834057211929367,6185.08,11750.888333333334,8,0,0,0,0,0,0,0,-0.5916486605725167,9,9,2,6,31,1.0,270.92,1.0,1.0,1.0,0.0,1.0,10.0,0,None,Auto-Approved,0.0853,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Legitimate
TX000132,AC00384,REC-0160,D000052,M059,train,78.0,302.45,5133.61,40.0,1.0,0.058915655844522664,5.7152168522818645,4831.16,9734.971944444444,8,0,0,0,0,0,0,0,0.019525121978019568,7,7,4,5,27,6.0,2259.7799999999997,6.0,5.0,5.0,3.0,4.0,10.0,0,None,Auto-Approved,0.0606,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Legitimate
TX000133,AC00203,REC-0205,D000339,M055,train,47.0,208.04,9344.98,273.0,1.0,0.022262219929844687,5.342525621212357,9136.939999999999,8390.978611111112,8,0,0,0,0,0,0,0,-0.30512978608812646,8,8,4,3,24,2.0,332.29,2.0,1.0,1.0,2.0,1.0,10.0,0,None,Auto-Approved,0.1109,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Legitimate
TX000134,AC00498,REC-0192,D000236,M098,train,23.0,5.77,1117.97,254.0,1.0,0.005161140281045108,1.9125010869241836,1112.2,8462.729444444445,8,0,0,0,0,0,0,0,-1.0006911488096535,12,12,5,4,22,6.0,2134.77,6.0,8.0,8.0,2.0,2.0,30.0,0,None,Auto-Approved,0.2494,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Legitimate
TX000135,AC00349,REC-0225,D000635,M034,train,56.0,381.33,11835.35,75.0,1.0,0.032219579480116764,5.94628411002744,11454.02,10575.390833333333,8,0,0,0,0,0,0,0,0.29077582792291523,8,9,4,3,22,3.0,524.1899999999999,3.0,2.0,2.0,0.0,2.0,10.0,0,None,Auto-Approved,0.0582,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Legitimate
TX000136,AC00177,REC-0265,D000465,M065,train,50.0,16.16,14401.17,124.0,1.0,0.0011221310490744849,2.8425810940598164,14385.01,9231.20638888889,8,0,0,0,0,0,0,1,-0.9649622589165566,4,4,2,6,33,8.0,2936.94,8.0,3.0,3.0,1.0,5.0,30.0,0,None,Auto-Approved,0.2296,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Legitimate
TX000137,AC00284,REC-0232,D000170,M060,train,18.0,486.08,1748.69,68.0,1.0,0.2779680789619658,6.188428380638807,1262.6100000000001,12062.753611111111,8,0,0,0,0,0,0,0,0.6509876870472537,5,5,3,4,31,0.0,0.0,0.0,0.0,0.0,1.0,1.0,10.0,0,None,Auto-Approved,0.1028,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Legitimate
TX000138,AC00272,REC-0062,D000426,M003,train,21.0,336.39,1000.46,18.0,1.0,0.33623533174739617,5.82123953126126,664.07,15783.271944444445,8,0,0,0,0,0,0,0,0.13623720311100332,6,6,3,5,25,6.0,1563.83,6.0,1.0,1.0,2.0,1.0,20.0,0,None,Auto-Approved,0.196,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Legitimate
TX000139,AC00405,REC-0127,D000661,M067,train,69.0,997.43,6810.05,118.0,1.0,0.14646441656081818,6.906184045240652,5812.62,8344.018333333333,8,0,0,0,0,0,0,0,2.4094061516127,11,11,4,6,25,2.0,698.31,2.0,4.0,4.0,2.0,2.0,20.0,0,None,Auto-Approved,0.2249,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Legitimate
TX000140,AC00385,REC-0116,D000553,M045,train,23.0,234.57,263.98,120.0,1.0,0.888590044700356,5.462008109204515,29.410000000000025,10311.994166666667,8,0,0,0,0,0,0,0,-0.21389904028794796,12,12,5,4,20,3.0,2468.02,3.0,7.0,7.0,0.0,2.0,50.0,0,None,Cleared,0.4878,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Legitimate
TX000141,AC00403,REC-0033,D000556,M090,train,30.0,6.0,5442.76,246.0,1.0,0.0011023818797815813,1.9459101490553132,5436.76,9061.524444444445,8,0,0,0,0,0,0,0,-0.999900230169094,8,8,3,5,24,6.0,846.17,6.0,6.0,6.0,0.0,2.0,10.0,0,None,Cleared,0.1054,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Legitimate
TX000142,AC00114,REC-0174,D000522,M052,train,80.0,1049.92,2037.85,21.0,1.0,0.5152096572367937,6.957421249996957,987.9299999999998,9063.333611111111,8,0,0,0,0,0,0,0,2.5899075404951493,11,11,3,8,27,4.0,868.21,4.0,7.0,7.0,2.0,3.0,45.0,0,None,Cleared,0.3503,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Legitimate
TX000143,AC00163,REC-0011,D000439,M057,validation,18.0,227.14,341.94,294.0,1.0,0.6642685851318945,5.429959475599752,114.80000000000001,11750.490555555556,8,0,0,0,0,0,0,0,-0.23944915115471488,7,7,3,6,26,1.0,388.77,1.0,5.0,5.0,2.0,4.0,10.0,0,None,Auto-Approved,0.0417,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Legitimate
TX000144,AC00108,REC-0284,D000600,M_UNKNOWN,train,66.0,233.74,1066.59,17.0,1.0,0.2191470011907106,5.458478518671978,832.8499999999999,9039.504722222222,8,0,0,0,0,0,0,0,-0.21675322494735794,16,16,3,5,23,5.0,1686.62,5.0,14.0,14.0,2.0,2.0,30.0,0,None,Cleared,0.2617,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Legitimate
TX000145,AC00397,REC-0118,D000369,M019,validation,69.0,211.36,6077.96,166.0,1.0,0.03477482576390763,5.3582829477154705,5866.6,9735.216388888888,8,0,0,0,0,0,0,0,-0.29371304745048626,9,9,4,2,29,0.0,0.0,0.0,1.0,1.0,0.0,0.0,10.0,0,None,Auto-Approved,0.0747,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Legitimate
TX000146,AC00434,REC-0113,D000241,M085,train,20.0,45.85,1659.15,92.0,1.0,0.027634632191182232,3.846951008684431,1613.3000000000002,15038.170555555556,8,0,0,0,0,0,0,0,-0.8628649787504317,9,9,4,6,25,0.0,0.0,0.0,1.0,1.0,0.0,1.0,10.0,0,None,Auto-Approved,0.0846,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Legitimate
TX000147,AC00385,REC-0004,D000292,M026,train,77.0,973.39,2042.22,296.0,1.0,0.4766332716357689,6.881811634177191,1068.83,10358.806666666667,8,0,0,0,0,0,0,0,2.326737959790752,8,8,4,3,46,5.0,3030.9300000000003,5.0,6.0,6.0,3.0,2.0,10.0,0,None,Auto-Approved,0.0797,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Legitimate
TX000148,AC00161,REC-0037,D000109,M056,train,41.0,211.36,421.93,142.0,5.0,0.5009361742469131,5.3582829477154705,210.57,13693.536944444444,8,0,0,0,0,0,1,0,-0.29371304745048626,6,6,3,5,21,2.0,1382.33,2.0,4.0,4.0,1.0,4.0,50.0,0,None,Cleared,0.4115,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Legitimate
TX000149,AC00333,REC-0031,D000330,M077,train,66.0,415.5,10113.66,141.0,1.0,0.0410830500530965,6.031886461606898,9698.16,11151.683333333332,8,0,0,0,0,0,0,0,0.40827882769645846,10,10,3,4,16,2.0,121.04,2.0,6.0,6.0,1.0,1.0,20.0,0,None,Auto-Approved,0.2016,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Legitimate
TX000150,AC00279,REC-0118,D000158,M049,train,54.0,265.76,4446.17,92.0,1.0,0.05977279321303504,5.586349377764106,4180.41,15278.389722222222,8,0,0,0,0,0,0,0,-0.10664359507469623,9,9,4,1,25,8.0,1857.24,8.0,8.0,8.0,3.0,0.0,10.0,0,None,Cleared,0.0989,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Legitimate
TX000151,AC00072,REC-0035,D000413,M073,test,80.0,69.4,6452.77,113.0,1.0,0.01075507107800216,4.254193263163997,6383.370000000001,11246.005833333333,8,0,0,0,0,0,0,1,-0.7818817875105445,8,8,7,5,24,1.0,501.3,1.0,4.0,4.0,4.0,1.0,50.0,0,None,Auto-Approved,0.411,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Legitimate
TX000152,AC00242,REC-0017,D000548,M039,train,35.0,332.93,2788.2,293.0,1.0,0.11940678573990389,5.810931390173244,2455.27,8391.640555555556,8,0,0,0,0,0,0,0,0.12433903573563145,10,10,9,6,25,2.0,205.53,2.0,3.0,3.0,1.0,2.0,30.0,0,None,Auto-Approved,0.2291,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Legitimate
TX000153,AC00303,REC-0170,D000605,M078,train,20.0,267.9,596.16,160.0,1.0,0.44937600644122383,5.5943395632748185,328.26,9399.263055555555,8,0,0,0,0,0,0,0,-0.0992846129407957,12,12,3,6,25,1.0,981.9,1.0,2.0,2.0,1.0,2.0,20.0,0,None,Auto-Approved,0.1331,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Legitimate
TX000154,AC00442,REC-0037,D000070,M009,train,61.0,496.03,12904.66,265.0,1.0,0.03843805261045235,6.208650386447944,12408.63,8799.396944444445,8,0,0,0,0,0,0,0,0.6852035151931932,6,6,4,4,29,4.0,261.36,4.0,3.0,3.0,2.0,0.0,10.0,0,None,Auto-Approved,0.0828,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Legitimate
TX000155,AC00087,REC-0264,D000481,M081,test,37.0,376.26,9062.4,245.0,1.0,0.04151880296610169,5.932934604917579,8686.14,15063.479722222222,8,0,0,0,0,0,0,0,0.2733412300636275,9,9,4,4,24,6.0,965.88,6.0,8.0,8.0,2.0,2.0,10.0,0,None,Auto-Approved,0.0937,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Legitimate
TX000156,AC00174,REC-0122,D000226,M058,train,36.0,83.02,9009.56,171.0,1.0,0.009214656431612643,4.431054865741236,8926.539999999999,10238.18611111111,8,0,0,0,0,0,0,1,-0.7350456488826353,9,9,3,3,27,3.0,617.66,3.0,5.0,5.0,1.0,2.0,40.0,0,None,Auto-Approved,0.3792,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Legitimate
TX000157,AC00421,REC-0143,D000436,M092,train,20.0,93.26,1152.2,72.0,1.0,0.08094080888734595,4.546056921495585,1058.94,11175.82,8,0,0,0,0,0,0,0,-0.6998325754942513,10,10,4,3,22,2.0,570.86,2.0,9.0,9.0,3.0,2.0,20.0,0,None,Cleared,0.1783,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Legitimate
TX000158,AC00111,REC-0249,D000108,M030,train,68.0,803.37,12168.37,129.0,1.0,0.06602116799538475,6.690059362324856,11365.0,13600.001666666667,8,0,0,0,0,0,0,0,1.742077145582446,8,8,4,4,26,4.0,1630.8899999999999,4.0,4.0,4.0,3.0,1.0,10.0,0,None,Auto-Approved,0.1196,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Legitimate
TX000159,AC00275,REC-0110,D000678,M057,validation,23.0,35.76,611.86,122.0,1.0,0.0584447422613016,3.6044102974874863,576.1,9878.556111111111,8,0,0,0,0,0,0,0,-0.897562235634103,7,7,4,4,26,8.0,1924.04,8.0,5.0,5.0,3.0,3.0,10.0,0,None,Auto-Approved,0.0825,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Legitimate
TX000160,AC00492,REC-0277,D000310,M035,validation,62.0,28.53,8670.53,99.0,1.0,0.0032904562927525767,3.3854066957558313,8642.0,12543.480833333333,8,0,0,0,0,0,0,1,-0.9224245911612531,12,13,6,6,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0,None,Cleared,0.4654,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Legitimate
TX000161,AC00380,REC-0068,D000491,M002,validation,53.0,139.53,10098.86,177.0,1.0,0.013816410961237209,4.9454209891126535,9959.33,9398.789444444445,8,0,0,0,0,0,0,0,-0.5407203776738871,10,10,1,4,30,1.0,292.03,1.0,2.0,2.0,0.0,1.0,20.0,0,None,Auto-Approved,0.1509,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Legitimate
TX000162,AC00227,REC-0293,D000076,M049,train,33.0,307.57,5307.74,285.0,1.0,0.05794745032725793,5.731948721982551,5000.17,15951.90888888889,8,0,0,0,0,0,0,1,0.0371316586722116,6,6,4,2,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0,None,Cleared,0.3169,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Legitimate
TX000163,AC00257,REC-0296,D000456,M085,train,56.0,60.65,1047.28,53.0,1.0,0.057911924222748455,4.121473229610353,986.63,12661.903888888888,8,0,0,0,0,0,0,0,-0.8119710836187828,10,10,4,3,25,5.0,1874.0300000000002,5.0,3.0,3.0,0.0,1.0,20.0,0,None,Cleared,0.2282,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Legitimate
TX000164,AC00062,REC-0243,D000115,M028,train,70.0,74.86,6921.48,125.0,1.0,0.010815605910874554,4.3288895362607525,6846.62,10742.406111111111,8,0,0,0,0,0,0,0,-0.7631060667390037,11,11,3,5,33,0.0,0.0,0.0,3.0,3.0,0.0,1.0,20.0,0,None,Auto-Approved,0.1545,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Legitimate
